Suburb,Type,Price,Date,Distance,Bedroom,Bathroom,Car,Landsize,BuildingArea,YearBuilt,CouncilArea,Lattitude,Longtitude,Regionname,Propertycount,Buildingage,Pricepermeterland,Pricepermeterbuilding,Priceperbedroom,Priceperdistance,Priceperage,Uppercase,,Pricelandratio,
Thornbury,u,505000,16/04/2016,6.5,3,1,2,156,113,1880,Yarra City Council,-37.82795,144.99565,Northern Metropolitan,1123,141,7980.769231,11017.69912,415000,518750,3581.560284,THORNBURY,,,
Williamstown,h,1805000,16/04/2016,8,2,1,,164,108,1880,Port Phillip City Council,-37.85235,144.98723,Southern Metropolitan,4380,141,7179.878049,10902.77778,588750,255978.2609,12801.41844,WILLIAMSTOWN,,,
Williamstown,h,1126000,16/04/2016,8,3,1,,325,130,1880,Port Phillip City Council,-37.8536,144.98841,Southern Metropolitan,4380,141,5384.615385,13461.53846,583333.3333,380434.7826,7985.815603,WILLIAMSTOWN,,,
Williamstown,t,935000,16/04/2016,8,6,4,4,420,324,1880,Port Phillip City Council,-37.84535,144.96044,Southern Metropolitan,2019,141,13273.80952,17206.79012,929166.6667,1858333.333,6631.205674,WILLIAMSTOWN,,,
Yarraville,h,1055000,16/04/2016,7,4,2,,296,193,1880,Darebin City Council,-37.77326,144.99688,Northern Metropolitan,11364,141,6520.27027,10000,482500,364150.9434,7482.269504,YARRAVILLE,,,
Yarraville,t,620000,16/04/2016,7,3,1,,113,140,1880,Yarra City Council,-37.82357,144.99697,Northern Metropolitan,14949,141,15730.0885,12696.42857,592500,740625,4397.163121,YARRAVILLE,,,
Yarraville,h,660000,16/04/2016,7,2,1,0,96,80,1880,Melbourne City Council,-37.788,144.96978,Northern Metropolitan,3106,141,11093.75,13312.5,532500,304285.7143,4680.851064,YARRAVILLE,,,
Yarraville,u,345000,16/04/2016,7,2,1,0,130,83,1880,Port Phillip City Council,-37.83913,144.9482,Southern Metropolitan,5943,141,11153.84615,17469.87952,725000,763157.8947,2446.808511,YARRAVILLE,,,
Yarraville,h,950000,16/04/2016,7,6,3,5,1463,307,1880,Whitehorse City Council,-37.82438,145.12528,Eastern Metropolitan,4605,141,3144.224197,14983.71336,766666.6667,422018.3486,6737.588652,YARRAVILLE,,,
Brunswick East,h,1574000,16/04/2016,4.5,4,2,1,596,293,1880,Port Phillip City Council,-37.86429,144.97382,Southern Metropolitan,13240,141,6040.268456,12286.68942,900000,720000,11163.12057,BRUNSWICK EAST,,,
Burnley,h,881000,16/04/2016,3.5,4,2,1,383,,1880,Boroondara City Council,-37.8234,145.0923,Southern Metropolitan,5457,141,,,500750,,6248.22695,BURNLEY,,,
Ormond,h,1500000,16/04/2016,11.8,3,1,2,477,173,1880,Boroondara City Council,-37.8257,145.0514,Southern Metropolitan,6482,141,,,630000,,10638.29787,ORMOND,,,
Ormond,u,260000,16/04/2016,11.8,5,5,4,2079,464.3,1880,Boroondara City Council,-37.8179,145.0694,Southern Metropolitan,3265,141,,,1600000,,1843.971631,ORMOND,,,
South Kingsville,t,915000,16/04/2016,9.1,4,1,2,566,140,1880,Boroondara City Council,-37.8008,145.0353,Southern Metropolitan,10331,141,,,503750,,6489.361702,SOUTH KINGSVILLE,,,
Albert Park,h,2100000,23/04/2016,3.3,3,3,0,1126,240,1880,Boroondara City Council,-37.81631,145.10313,Eastern Metropolitan,2079,141,,,773333.3333,,14893.61702,ALBERT PARK,,,
Altona,u,577000,23/04/2016,13.8,5,2,2,304,184,1881,Yarra City Council,-37.8065,144.9768,Northern Metropolitan,5825,140,9177.631579,15163.04348,558000,1328571.429,4121.428571,ALTONA,,,
Ascot Vale,h,1130000,23/04/2016,5.9,5,3,3,1294,378,1884,Port Phillip City Council,-37.8589,144.9883,Southern Metropolitan,13240,137,3899.536321,13349.20635,1009200,827213.1148,8248.175182,ASCOT VALE,,,
Box Hill,h,1170000,23/04/2016,13.1,5,3,2,701,273,1885,Glen Eira City Council,-37.8897,145.008,Southern Metropolitan,4898,136,3708.987161,9523.809524,520000,305882.3529,8602.941176,BOX HILL,,,
Brunswick,h,705000,23/04/2016,5.2,3,1,1,272,131,1885,Melbourne City Council,-37.7857,144.931,Northern Metropolitan,3593,136,4080.882353,8473.282443,370000,252272.7273,5183.823529,BRUNSWICK,,,
Carnegie,t,1100000,23/04/2016,11.4,2,1,1,223,118,1885,Moreland City Council,-37.7829,144.9782,Northern Metropolitan,6244,136,5426.008969,10254.23729,605000,345714.2857,8088.235294,CARNEGIE,,,
Carnegie,h,1125000,23/04/2016,11.4,3,2,0,138,155,1885,Port Phillip City Council,-37.84962,144.95856,Southern Metropolitan,2019,136,12681.15942,11290.32258,583333.3333,583333.3333,8272.058824,CARNEGIE,,,
Coburg,h,680000,23/04/2016,7.8,3,2,,205,106,1885,Yarra City Council,-37.79933,144.97932,Northern Metropolitan,5825,136,12087.80488,23377.35849,826000,1180000,5000,COBURG,,,
Coburg,h,825000,23/04/2016,7.8,3,2,0,279,207,1885,Stonnington City Council,-37.85122,145.00514,Southern Metropolitan,7717,136,9354.83871,12608.69565,870000,567391.3043,6066.176471,COBURG,,,
Coburg,h,725000,23/04/2016,7.8,2,1,0,243,,1885,Boroondara City Council,-37.8202,145.0409,Southern Metropolitan,11308,136,,,914250,,5330.882353,COBURG,,,
Coburg,h,1250000,23/04/2016,7.8,3,1,2,304,127,1885,Boroondara City Council,-37.8023,145.0404,Southern Metropolitan,10331,136,,,470000,,9191.176471,COBURG,,,
Doncaster,h,1391000,23/04/2016,13.9,4,2,2,757,,1886,Hobsons Bay City Council,-37.849,144.8947,Western Metropolitan,5498,135,4517.833554, ,855000,407142.8571,10303.7037,DONCASTER,,,
Doncaster,u,452000,23/04/2016,13.9,3,1,2,888,165,1886,Stonnington City Council,-37.8799,145.0738,Southern Metropolitan,8801,135,1689.189189,9090.909091,500000,133928.5714,3348.148148,DONCASTER,,,
Elsternwick,h,895000,23/04/2016,8.5,3,2,2,530,,1886,Bayside City Council,-37.9119,145.011,Southern Metropolitan,6938,135,4322.641509, ,763666.6667,214112.1495,6629.62963,ELSTERNWICK,,,
Essendon,u,736000,23/04/2016,8,3,2,1,665,195,1886,Moonee Valley City Council,-37.75238,144.92249,Western Metropolitan,9264,135,2375.93985,8102.564103,526666.6667,210666.6667,5451.851852,ESSENDON,,,
Fairfield,h,1065000,23/04/2016,5.8,3,2,4,634,0,1886,Darebin City Council,-37.77625,144.99572,Northern Metropolitan,11364,135,4337.539432, ,916666.6667,518867.9245,7888.888889,FAIRFIELD,,,
Fitzroy North,h,937500,23/04/2016,3.5,4,1,2,600,186,1886,Boroondara City Council,-37.8327,145.0976,Southern Metropolitan,5457,135,,,400000,,6944.444444,FITZROY NORTH,,,
Flemington,h,991000,23/04/2016,4.4,2,1,0,132,79,1887,Melbourne City Council,-37.7989,144.9275,Northern Metropolitan,5263,134,6151.515152,10278.48101,406000,193333.3333,7395.522388,FLEMINGTON,,,
Glenroy,h,600000,23/04/2016,13,6,3,2,1014,435,1887,Moonee Valley City Council,-37.7721,144.9184,Western Metropolitan,6567,134,2391.518738,5574.712644,404166.6667,411016.9492,4477.61194,GLENROY,,,
Gowanbrae,h,390000,23/04/2016,13.6,6,3,2,1012,435,1887,Moonee Valley City Council,-37.7721,144.9184,Western Metropolitan,6567,134,2223.320158,5172.413793,375000,381355.9322,2910.447761,GOWANBRAE,,,
Hampton,h,2200000,23/04/2016,13.7,3,2,1,155,171,1887,Yarra City Council,-37.82394,145.00044,Northern Metropolitan,14949,134,14193.54839,12865.49708,733333.3333,916666.6667,16417.91045,HAMPTON,,,
Keilor East,h,825000,23/04/2016,12.8,2,1,2,0,90,1887,Boroondara City Council,-37.79413,145.02382,Southern Metropolitan,10331,134,,,295500,,6156.716418,KEILOR EAST,,,
Kensington,u,460000,23/04/2016,4.2,2,1,1,0,76,1888,Stonnington City Council,-37.851,144.988,Southern Metropolitan,7717,133, ,6973.684211,265000,117777.7778,3458.646617,KENSINGTON,,,
Kensington,u,395000,23/04/2016,4.2,4,2,5,371,,1888,Darebin City Council,-37.7436,144.962,Northern Metropolitan,11204,133,3126.684636, ,290000,148717.9487,2969.924812,KENSINGTON,,,
Malvern East,u,300000,23/04/2016,11.2,2,1,1,0,,1888,Stonnington City Council,-37.851,144.988,Southern Metropolitan,7717,133, , ,350000,155555.5556,2255.639098,MALVERN EAST,,,
Maribyrnong,h,1048700,23/04/2016,8.7,3,1,1,217,116,1888,Stonnington City Council,-37.8592,145.0182,Southern Metropolitan,4836,133,8617.511521,16120.68966,623333.3333,296825.3968,7884.962406,MARIBYRNONG,,,
Middle Park,h,1025000,23/04/2016,4.1,1,1,1,1768,45,1888,Stonnington City Council,-37.851,144.988,Southern Metropolitan,7717,133,278.280543,10933.33333,492000,109333.3333,7706.766917,MIDDLE PARK,,,
Moonee Ponds,h,1250000,23/04/2016,6.9,1,1,1,0,64,1888,Port Phillip City Council,-37.8487,144.9511,Southern Metropolitan,3280,133, ,17187.5,1100000,333333.3333,9398.496241,MOONEE PONDS,,,
Moonee Ponds,t,870000,23/04/2016,6.9,3,2,0,92,114,1888,Yarra City Council,-37.797,144.9957,Northern Metropolitan,4019,133,12663.04348,10219.29825,388333.3333,466000,6541.353383,MOONEE PONDS,,,
Newport,h,805000,23/04/2016,8.4,4,2,2,616,,1888,Melbourne City Council,-37.78474,144.9322,Northern Metropolitan,3593,133,3681.818182, ,567000,667058.8235,6052.631579,NEWPORT,,,
Newport,h,680000,23/04/2016,8.4,1,1,0,0,53,1888,Maribyrnong City Council,-37.80376,144.89862,Western Metropolitan,7570,133, ,5849.056604,310000,60784.31373,5112.781955,NEWPORT,,,
Northcote,h,1225000,23/04/2016,5.5,5,3,4,900,180,1888,Darebin City Council,-37.75402,144.95991,Northern Metropolitan,11204,133,1666.666667,8333.333333,300000,223880.597,9210.526316,NORTHCOTE,,,
Pascoe Vale,t,410000,23/04/2016,9.9,4,2,4,751,188,1888,Boroondara City Council,-37.82233,145.09559,Southern Metropolitan,5457,133,,,575000,,3082.706767,PASCOE VALE,,,
Pascoe Vale,h,600000,23/04/2016,9.9,3,2,2,296,150,1889,Stonnington City Council,-37.8614,145.0274,Southern Metropolitan,4836,132,6550.675676,12926.66667,646333.3333,307777.7778,4545.454545,PASCOE VALE,,,
Prahran,h,1180000,23/04/2016,4.5,3,3,1,247,,1889,Hobsons Bay City Council,-37.86326,144.90427,Western Metropolitan,6380,132,9716.59919, ,800000,352941.1765,8939.393939,PRAHRAN,,,
Prahran,u,510000,23/04/2016,4.5,4,3,4,778,331,1889,Stonnington City Council,-37.88049,145.0509,Southern Metropolitan,8801,132,4730.077121,11117.82477,920000,438095.2381,3863.636364,PRAHRAN,,,
Reservoir,u,525000,23/04/2016,11.2,4,2,2,621,,1889,Boroondara City Council,-37.81552,145.05753,Southern Metropolitan,10331,132,,,702500,,3977.272727,RESERVOIR,,,
Richmond,h,1650000,23/04/2016,2.6,4,3,2,562,204,1890,Moonee Valley City Council,-37.782,144.903,Western Metropolitan,6567,131,2918.149466,8039.215686,410000,277966.1017,12595.41985,RICHMOND,,,
Seddon,h,970000,23/04/2016,6.6,4,2,1,692,195,1890,Whitehorse City Council,-37.8247,145.1281,Eastern Metropolitan,4605,131,2312.138728,8205.128205,400000,122137.4046,7404.580153,SEDDON,,,
South Melbourne,u,480000,23/04/2016,2.1,3,1,2,222,105,1890,Moreland City Council,-37.7642,144.969,Northern Metropolitan,11918,131,4707.207207,9952.380952,348333.3333,200961.5385,3664.122137,SOUTH MELBOURNE,,,
South Yarra,u,310000,23/04/2016,3.3,4,2,2,504,168,1890,Melbourne City Council,-37.7805,144.9721,Northern Metropolitan,3106,131,5000,15000,630000,787500,2366.412214,SOUTH YARRA,,,
Southbank,u,690000,23/04/2016,1.2,3,2,1,104,110,1890,Moreland City Council,-37.7813,144.9834,Northern Metropolitan,6244,131,12259.61538,11590.90909,425000,364285.7143,5267.175573,SOUTHBANK,,,
St Kilda,u,535000,23/04/2016,6.1,5,2,2,566,270,1890,Melbourne City Council,-37.7893,144.933,Northern Metropolitan,5263,131,3356.890459,7037.037037,380000,452380.9524,4083.969466,ST KILDA,,,
Toorak,h,4200000,23/04/2016,4.6,3,2,2,394,160,1890,Moonee Valley City Council,-37.7699,144.9149,Western Metropolitan,6232,131,3553.299492,8750,466666.6667,202898.5507,32061.0687,TOORAK,,,
Yarraville,h,1158000,23/04/2016,7,3,1,0,353,109,1890,Hobsons Bay City Council,-37.8309,144.889,Western Metropolitan,1223,131,2354.107649,7623.853211,277000,107922.0779,8839.694656,YARRAVILLE,,,
Brunswick East,h,998000,23/04/2016,4.5,2,1,0,100,72,1890,Moreland City Council,-37.788,144.9791,Northern Metropolitan,6244,131,9375,13020.83333,468750,267857.1429,7618.320611,BRUNSWICK EAST,,,
Brunswick East,t,1010000,23/04/2016,4.5,2,1,1,118,79,1890,Moonee Valley City Council,-37.7807,144.9288,Western Metropolitan,6567,131,6364.40678,9506.329114,375500,127288.1356,7709.923664,BRUNSWICK EAST,,,
Murrumbeena,t,720000,23/04/2016,12.1,2,1,1,179,90,1890,Moreland City Council,-37.7742,144.9542,Northern Metropolitan,11918,131,4723.463687,9394.444444,422750,162596.1538,5496.183206,MURRUMBEENA,,,
Ormond,u,940000,23/04/2016,11.8,4,2,1,381,145,1890,Darebin City Council,-37.7735,145.0192,Northern Metropolitan,2970,131,3044.619423,8000,290000,200000,7175.572519,ORMOND,,,
Abbotsford,h,1876000,7/05/2016,2.5,3,2,0,171,126,1890,Port Phillip City Council,-37.8391,144.9501,Southern Metropolitan,5943,131,9327.48538,12658.73016,531666.6667,759523.8095,14320.61069,ABBOTSFORD,,,
Airport West,h,725000,7/05/2016,13.5,4,2,2,822,145,1890,Moreland City Council,-37.7749,144.9762,Northern Metropolitan,5533,131,1976.885645,11206.89655,406250,361111.1111,5534.351145,AIRPORT WEST,,,
Airport West,t,450000,7/05/2016,13.5,2,1,1,117,71,1890,Melbourne City Council,-37.793,144.9728,Northern Metropolitan,6786,131,6153.846154,10140.84507,360000,400000,3435.114504,AIRPORT WEST,,,
Albert Park,h,2300000,7/05/2016,3.3,4,2,2,233,216,1890,Moreland City Council,-37.7786,144.9818,Northern Metropolitan,6244,131,8369.098712,9027.777778,487500,557142.8571,17557.25191,ALBERT PARK,,,
Altona,h,660000,7/05/2016,13.8,3,2,1,445,175,1890,Moreland City Council,-37.786,144.9864,Northern Metropolitan,6244,131,7640.449438,19428.57143,1133333.333,971428.5714,5038.167939,ALTONA,,,
Altona North,h,588000,7/05/2016,11.1,3,1,0,198,119,1890,Yarra City Council,-37.8225,145.0007,Northern Metropolitan,14949,131,7171.717172,11932.77311,473333.3333,546153.8462,4488.549618,ALTONA NORTH,,,
Armadale,u,735000,7/05/2016,6.3,4,2,0,132,195,1890,Melbourne City Council,-37.801,144.9656,Northern Metropolitan,6786,131,12349.24242,8359.487179,407525,905611.1111,5610.687023,ARMADALE,,,
Ascot Vale,h,970000,7/05/2016,5.9,3,1,1,483,162,1890,Moreland City Council,-37.7602,144.9543,Northern Metropolitan,11918,131,2587.991718,7716.049383,416666.6667,240384.6154,7404.580153,ASCOT VALE,,,
Ascot Vale,h,751000,7/05/2016,5.9,2,1,1,149,62,1890,Hobsons Bay City Council,-37.8491,144.8903,Western Metropolitan,5498,131,4362.416107,10483.87097,325000,77380.95238,5732.824427,ASCOT VALE,,,
Ascot Vale,h,950000,7/05/2016,5.9,2,1,2,243,102,1890,Darebin City Council,-37.7653,145.0014,Northern Metropolitan,11364,131,4259.259259,10147.05882,517500,188181.8182,7251.908397,ASCOT VALE,,,
Bentleigh,h,1500000,7/05/2016,13,4,1,0,254,124,1890,Yarra City Council,-37.8201,144.9898,Northern Metropolitan,14949,131,3562.992126,7298.387097,226250,348076.9231,11450.38168,BENTLEIGH,,,
Bentleigh East,h,1215000,7/05/2016,13.9,3,2,1,194,148,1890,Melbourne City Council,-37.8395,144.9898,Southern Metropolitan,14887,131,10025.7732,13141.89189,648333.3333,589393.9394,9274.80916,BENTLEIGH EAST,,,
Bentleigh East,h,1200000,7/05/2016,13.9,2,1,0,79,68,1890,Port Phillip City Council,-37.8387,144.9519,Southern Metropolitan,3280,131,12405.06329,14411.76471,490000,296969.697,9160.305344,BENTLEIGH EAST,,,
Bentleigh East,h,1050000,7/05/2016,13.9,4,1,3,0,2,1890,Yarra City Council,-37.8046,144.9858,Northern Metropolitan,4553,131, ,822500,411250,1028125,8015.267176,BENTLEIGH EAST,,,
Bentleigh East,h,950000,7/05/2016,13.9,3,1,1,465,137,1890,Darebin City Council,-37.7662,144.9889,Northern Metropolitan,11364,131,3053.763441,10364.9635,473333.3333,258181.8182,7251.908397,BENTLEIGH EAST,,,
Bentleigh East,u,380000,7/05/2016,13.9,3,1,0,0,134,1890,Melbourne City Council,-37.8373,144.9397,Southern Metropolitan,8648,131, ,10298.50746,460000,363157.8947,2900.763359,BENTLEIGH EAST,,,
Bentleigh East,h,1338000,7/05/2016,13.9,2,2,2,238,153,1890,Stonnington City Council,-37.8476,144.9892,Southern Metropolitan,7717,131,9159.663866,14248.36601,1090000,484444.4444,10213.74046,BENTLEIGH EAST,,,
Bentleigh East,u,651000,7/05/2016,13.9,3,1,1,352,150,1890,Maribyrnong City Council,-37.8059,144.8899,Western Metropolitan,2417,131,3607.954545,8466.666667,423333.3333,192424.2424,4969.465649,BENTLEIGH EAST,,,
Bentleigh East,h,920000,7/05/2016,13.9,4,2,1,256,156,1890,Yarra City Council,-37.7833,144.9681,Northern Metropolitan,1008,131,7453.125,12230.76923,477000,515675.6757,7022.900763,BENTLEIGH EAST,,,
Bentleigh East,h,1390000,7/05/2016,13.9,2,1,1,214,77,1890,Moonee Valley City Council,-37.7776,144.9142,Western Metropolitan,6567,131,3317.757009,9220.779221,355000,120338.9831,10610.68702,BENTLEIGH EAST,,,
Brighton,h,2750000,7/05/2016,11.2,3,2,1,789,257,1890,Moonee Valley City Council,-37.7558,144.9073,Western Metropolitan,9264,131,1394.169835,4280.155642,366666.6667,137500,20992.36641,BRIGHTON,,,
Brighton,u,892500,7/05/2016,11.2,2,2,1,231,180,1890,Stonnington City Council,-37.8607,145.0373,Southern Metropolitan,4675,131,8874.458874,11388.88889,1025000,277027.027,6812.977099,BRIGHTON,,,
Brighton,h,2145000,7/05/2016,11.2,3,1,1,247,160,1890,Darebin City Council,-37.7798,144.9952,Northern Metropolitan,11364,131,6923.076923,10687.5,570000,310909.0909,16374.0458,BRIGHTON,,,
Brighton,h,3171000,7/05/2016,11.2,2,2,0,96,108,1890,Melbourne City Council,-37.8327,144.9474,Southern Metropolitan,8648,131,10416.66667,9259.259259,500000,263157.8947,24206.10687,BRIGHTON,,,
Brighton East,h,1400000,7/05/2016,10.7,3,1,1,307,106,1890,Whitehorse City Council,-37.8247,145.1206,Eastern Metropolitan,4605,131,3022.801303,8754.716981,309333.3333,70839.69466,10687.0229,BRIGHTON EAST,,,
Brighton East,h,1600000,7/05/2016,10.7,4,3,4,1572,305,1890,Bayside City Council,-37.9233,144.9944,Southern Metropolitan,10579,131,2353.689567,12131.14754,925000,330357.1429,12213.74046,BRIGHTON EAST,,,
Brighton East,h,1780000,7/05/2016,10.7,4,1,0,177,152,1890,Yarra City Council,-37.7999,144.9759,Northern Metropolitan,5825,131,11016.94915,12828.94737,487500,1218750,13587.78626,BRIGHTON EAST,,,
Brighton East,h,1200000,7/05/2016,10.7,2,1,1,138,81,1890,Yarra City Council,-37.8218,145.0132,Northern Metropolitan,14949,131,7572.463768,12901.23457,522500,401923.0769,9160.305344,BRIGHTON EAST,,,
Brunswick,h,1310000,7/05/2016,5.2,2,2,1,131,79,1890,Port Phillip City Council,-37.839,144.948,Southern Metropolitan,5943,131,9160.305344,15189.87342,600000,571428.5714,10000,BRUNSWICK,,,
Brunswick,h,845500,7/05/2016,5.2,2,1,1,144,81,1890,Melbourne City Council,-37.7984,144.9738,Northern Metropolitan,6786,131,8125,14444.44444,585000,650000,6454.198473,BRUNSWICK,,,
Brunswick,h,860000,7/05/2016,5.2,4,2,1,154,196,1890,Melbourne City Council,-37.7934,144.9562,Northern Metropolitan,2309,131,14519.48052,11408.16327,559000,860000,6564.885496,BRUNSWICK,,,
Brunswick,t,605000,7/05/2016,5.2,2,1,1,138,105,1890,Yarra City Council,-37.8021,144.9965,Northern Metropolitan,4019,131,8525.362319,11204.7619,588250,470600,4618.320611,BRUNSWICK,,,
Brunswick,h,1055000,7/05/2016,5.2,2,1,1,131,80,1890,Yarra City Council,-37.8274,144.9967,Northern Metropolitan,1123,131,7748.091603,12687.5,507500,406000,8053.435115,BRUNSWICK,,,
Brunswick,u,445000,7/05/2016,5.2,3,1,0,285,104,1890,Moreland City Council,-37.7634,144.9593,Northern Metropolitan,11918,131,4105.263158,11250,390000,225000,3396.946565,BRUNSWICK,,,
Brunswick West,u,265000,7/05/2016,5.9,2,2,1,255,85,1890,Glen Eira City Council,-37.8887,145.0207,Southern Metropolitan,5051,131,3925.490196,11776.47059,500500,107634.4086,2022.900763,BRUNSWICK WEST,,,
Brunswick West,h,955000,7/05/2016,5.9,3,1,1,203,110,1890,Moreland City Council,-37.7834,144.9862,Northern Metropolitan,6244,131,6403.940887,11818.18182,433333.3333,371428.5714,7290.076336,BRUNSWICK WEST,,,
Bulleen,h,1340000,7/05/2016,11.8,2,1,1,0,62,1890,Melbourne City Council,-37.8323,144.9876,Southern Metropolitan,14887,131, ,8387.096774,260000,157575.7576,10229.00763,BULLEEN,,,
Bulleen,h,1225000,7/05/2016,11.8,4,2,3,455,178,1890,Maribyrnong City Council,-37.8177,144.8839,Western Metropolitan,6543,131,3529.67033,9022.47191,401500,229428.5714,9351.145038,BULLEEN,,,
Burwood,h,2000000,7/05/2016,11.7,2,1,1,355,74,1890,Maribyrnong City Council,-37.7931,144.8938,Western Metropolitan,7570,131,2098.591549,10067.56757,372500,116406.25,15267.17557,BURWOOD,,,
Carlton North,h,2950000,7/05/2016,3.2,2,1,1,170,101,1890,Darebin City Council,-37.7508,144.9608,Northern Metropolitan,11204,131,5605.882353,9435.643564,476500,122179.4872,22519.08397,CARLTON NORTH,,,
Carlton North,h,2175000,7/05/2016,3.2,2,1,1,150,77,1890,Moreland City Council,-37.7833,144.9819,Northern Metropolitan,6244,131,6720,13090.90909,504000,288000,16603.05344,CARLTON NORTH,,,
Carnegie,h,1600000,7/05/2016,11.4,4,2,2,586,195,1890,Stonnington City Council,-37.866,145.039,Southern Metropolitan,4675,131,4095.56314,12307.69231,600000,324324.3243,12213.74046,CARNEGIE,,,
Carnegie,u,260000,7/05/2016,11.4,4,1,1,233,204,1890,Moreland City Council,-37.7776,144.9727,Northern Metropolitan,5533,131,7789.699571,8897.058824,453750,403333.3333,1984.732824,CARNEGIE,,,
Caulfield North,h,2005000,7/05/2016,8.1,3,2,1,176,135,1890,Yarra City Council,-37.7921,144.9898,Northern Metropolitan,2954,131,7784.090909,10148.14815,456666.6667,402941.1765,15305.34351,CAULFIELD NORTH,,,
