Suburb,Type,Price,Date,Distance,Bedroom,Bathroom,Car,Landsize,BuildingArea,YearBuilt,CouncilArea,Lattitude,Longtitude,Propertycount,Buildingage2,Pricepermeterland,Pricepermeterbuilding,Priceperbedroom,Priceperdistance,Priceperage,Uppercase,,Buildingage,,#REF!
Yarraville,h,870000,6/01/2018,6.3,3,3,1,,,2003,Maribyrnong City Council,-37.80664,144.88773,2417,18, , ,409333.3333,240784.3137,48333.33333,YARRAVILLE,,18,,
Airport West,h,1025000,20/01/2018,10.4,4,2,1,480,120,2003,Brimbank City Council,-37.70228,144.74316,5556,18,1308.333333,5233.333333,157000,34888.88889,56944.44444,AIRPORT WEST,,18,,
Kilsyth,h,650000,20/01/2018,26,3,2,2,,300,2003,Stonnington City Council,-37.85546,145.03938,4675,18, ,5666.666667,566666.6667,288135.5932,36111.11111,KILSYTH,,18,,
Knoxfield,h,935000,20/01/2018,23.3,3,2,2,,159,2003,Brimbank City Council,-37.68019,144.73691,5556,18, ,4006.289308,212333.3333,35388.88889,51944.44444,KNOXFIELD,,18,,
Wantirna,h,975000,20/01/2018,14.7,3,2,2,1021,150,2003,Moreland City Council,-37.71725,144.94551,7485,18,695.3966699,4733.333333,236666.6667,83529.41176,54166.66667,WANTIRNA,,18,,
Ardeer,h,630000,3/02/2018,12.8,3,2,1,,124,2003,Bayside City Council,-37.93668,145.03372,2356,18, ,8427.419355,348333.3333,75724.63768,35000,ARDEER,,18,,
Avondale Heights,h,730000,3/02/2018,9.5,3,2,2,,130,2003,Hobsons Bay City Council,-37.84524,144.86916,5498,18, ,7169.230769,310666.6667,150322.5806,40555.55556,AVONDALE HEIGHTS,,18,,
Blackburn South,h,1225000,3/02/2018,13.4,4,2,2,439,295,2003,Moonee Valley City Council,-37.73849,144.92661,3284,18,3120.728929,4644.067797,342500,167073.1707,68055.55556,BLACKBURN SOUTH,,18,,
Croydon,h,1060000,3/02/2018,23,3,2,2,,172,2003,Monash City Council,-37.9048,145.1443,902,18, ,5377.906977,308333.3333,55389.22156,58888.88889,CROYDON,,18,,
Croydon,h,845000,3/02/2018,23,3,2,2,,284,2003,Whitehorse City Council,-37.82227,145.18922,6871,18, ,3133.802817,296666.6667,51744.18605,46944.44444,CROYDON,,18,,
Forest Hill,h,1120000,3/02/2018,15.4,3,2,6,576,,2003,Maroondah City Council,-37.81255,145.2461,4407,18,1519.097222, ,291666.6667,41079.81221,62222.22222,FOREST HILL,,18,,
Glenroy,h,685000,3/02/2018,11.2,3,2,2,286,166,2003,Brimbank City Council,-37.73775,144.86645,5629,18,2667.832168,4596.385542,254333.3333,65213.67521,38055.55556,GLENROY,,18,,
Glenroy,h,645000,3/02/2018,11.2,3,3,3,111,196,2003,Port Phillip City Council,-37.83389,144.96407,5943,18,19819.81982,11224.4898,733333.3333,1157894.737,35833.33333,GLENROY,,18,,
Heathmont,h,1175000,3/02/2018,21.3,3,2,2,275,139,2003,Maroondah City Council,-37.82144,145.2358,7785,18,3072.727273,6079.136691,281666.6667,42462.31156,65277.77778,HEATHMONT,,18,,
Highett,h,1410000,3/02/2018,16,4,2,2,466,,2003,Whitehorse City Council,-37.85275,145.16108,4048,18,2768.240343, ,322500,87755.10204,78333.33333,HIGHETT,,18,,
Newport,h,340000,3/02/2018,6.2,3,2,2,217,134,2003,Moreland City Council,-37.70864,144.89595,1071,18,3064.516129,4962.686567,221666.6667,51550.3876,18888.88889,NEWPORT,,18,,
Oakleigh,h,1455000,3/02/2018,12.3,3,2,2,219,164,2003,Boroondara City Council,-37.8125,145.0849,5682,18,,,455666.6667,,80833.33333,OAKLEIGH,,18,,
Rowville,h,930000,3/02/2018,23.5,3,2,1,207,144,2003,Boroondara City Council,-37.7893,145.092,7809,18,,,383333.3333,,51666.66667,ROWVILLE,,18,,
Seddon,h,807500,3/02/2018,5.1,4,3,1,904,420,2003,Boroondara City Council,-37.797,145.086,7809,18,,,840000,,44861.11111,SEDDON,,18,,
Yarraville,h,755000,3/02/2018,6.3,3,2,1,207,144,2003,Boroondara City Council,-37.7893,145.092,7809,18,,,346000,,41944.44444,YARRAVILLE,,18,,
Aberfeldie,h,1710000,10/02/2018,7.5,5,3,4,619,327,2003,Boroondara City Council,-37.8554,145.0611,10412,18,,,435000,,95000,ABERFELDIE,,18,,
Albion,h,812000,10/02/2018,10.5,2,1,1,1089,76,2003,Boroondara City Council,-37.8143,145.0322,11308,18,,,290000,,45111.11111,ALBION,,18,,
Altona,h,970000,10/02/2018,11,2,2,2,0,80,2003,Boroondara City Council,-37.8161,145.1098,2079,18,,,375000,,53888.88889,ALTONA,,18,,
Altona Meadows,h,808000,10/02/2018,15.5,3,2,2,77,115,2004,Maribyrnong City Council,-37.7746,144.8798,4918,17,7272.727273,4869.565217,186666.6667,64367.81609,47529.41176,ALTONA MEADOWS,,17,,
Altona Meadows,h,545000,10/02/2018,15.5,3,2,3,0,,2004,Bayside City Council,-37.9089,145.0246,6938,17, , ,313333.3333,87850.46729,32058.82353,ALTONA MEADOWS,,17,,
Beaumaris,h,1291000,10/02/2018,17.3,3,2,1,175,134,2004,Moreland City Council,-37.7076,144.8961,1071,17,2771.428571,3619.402985,161666.6667,35661.76471,75941.17647,BEAUMARIS,,17,,
Bentleigh East,h,700000,10/02/2018,13.8,4,2,1,325,,2004,Maribyrnong City Council,-37.7822,144.892,4918,17,2892.307692, ,235000,108045.977,41176.47059,BENTLEIGH EAST,,17,,
Bentleigh East,h,1751000,10/02/2018,13.8,2,2,2,0,,2004,Port Phillip City Council,-37.8369,144.968,5943,17, , ,750000,714285.7143,103000,BENTLEIGH EAST,,17,,
Bentleigh East,h,1200000,10/02/2018,13.8,1,1,1,0,57,2004,Melbourne City Council,-37.8245,144.9622,8400,17, ,7456.140351,425000,354166.6667,70588.23529,BENTLEIGH EAST,,17,,
Blackburn South,h,1030000,10/02/2018,13.4,1,1,1,0,,2004,Port Phillip City Council,-37.8369,144.968,5943,17, , ,480000,228571.4286,60588.23529,BLACKBURN SOUTH,,17,,
Boronia,h,946500,10/02/2018,25,2,1,1,0,87,2004,Monash City Council,-37.8991,145.0939,3224,17, ,4597.701149,200000,28571.42857,55676.47059,BORONIA,,17,,
Boronia,h,780000,10/02/2018,25,4,2,1,274,190,2004,Glen Eira City Council,-37.9257,145.0735,10969,17,4014.59854,5789.473684,275000,79136.69065,45882.35294,BORONIA,,17,,
Brunswick,u,315000,10/02/2018,5.2,2,1,1,97,85,2004,Yarra City Council,-37.814,145.002,14949,17,9587.628866,10941.17647,465000,357692.3077,18529.41176,BRUNSWICK,,17,,
Brunswick,h,1005000,10/02/2018,5.2,2,2,1,0,70,2004,Yarra City Council,-37.8189,145.0131,14949,17, ,8000,280000,215384.6154,59117.64706,BRUNSWICK,,17,,
Brunswick East,h,1190000,10/02/2018,4,2,1,1,0,88,2004,Maribyrnong City Council,-37.7716,144.882,4918,17, ,4034.090909,177500,40804.5977,70000,BRUNSWICK EAST,,17,,
Brunswick East,h,765000,10/02/2018,4,3,3,1,344,178,2004,Brimbank City Council,-37.7967,144.8083,6763,17,1308.139535,2528.089888,150000,33333.33333,45000,BRUNSWICK EAST,,17,,
Brunswick East,h,965000,10/02/2018,4,3,2,2,254,127,2004,Moonee Valley City Council,-37.7302,144.9167,3284,17,2450.787402,4901.574803,207500,64175.25773,56764.70588,BRUNSWICK EAST,,17,,
Brunswick West,h,1250000,10/02/2018,5.2,3,2,1,215,139,2004,Moreland City Council,-37.709,144.8964,1071,17,2344.186047,3625.899281,168000,37058.82353,73529.41176,BRUNSWICK WEST,,17,,
Burwood East,h,1020000,10/02/2018,14.7,3,2,2,0,137,2004,Yarra City Council,-37.8029,144.975,5825,17, ,9138.686131,417333.3333,782500,60000,BURWOOD EAST,,17,,
Carnegie,u,780000,10/02/2018,10.1,1,1,1,0,50,2004,Yarra City Council,-37.8231,144.9906,14949,17, ,13620,681000,261923.0769,45882.35294,CARNEGIE,,17,,
Coburg North,h,940000,10/02/2018,6.7,3,2,2,299,198,2004,Hobsons Bay City Council,-37.8477,144.8706,5498,17,3478.26087,5252.525253,346666.6667,123809.5238,55294.11765,COBURG NORTH,,17,,
Cremorne,h,1260000,10/02/2018,2.4,2,1,1,0,74,2004,Moreland City Council,-37.7703,144.9533,11918,17, ,7972.972973,295000,113461.5385,74117.64706,CREMORNE,,17,,
Doncaster,t,885000,10/02/2018,12.4,2,1,2,120,109,2004,Moreland City Council,-37.7659,144.9487,7082,17,6125,6743.119266,367500,124576.2712,52058.82353,DONCASTER,,17,,
Essendon,h,1715000,10/02/2018,7.5,2,2,1,293,125,2004,Glen Eira City Council,-37.9033,145.0727,4442,17,2940.273038,6892,430750,71198.34711,100882.3529,ESSENDON,,17,,
Essendon,h,1067500,10/02/2018,7.5,2,1,1,156,98,2004,Moreland City Council,-37.7311,144.9395,7485,17,3397.435897,5408.163265,265000,53535.35354,62794.11765,ESSENDON,,17,,
Hillside,h,680000,10/02/2018,18,1,1,1,0,,2004,Melbourne City Council,-37.8424,144.9449,8648,17, , ,577000,151842.1053,40000,HILLSIDE,,17,,
Hillside,h,620000,10/02/2018,18,2,1,1,0,60,2004,Yarra City Council,-37.8231,144.9906,14949,17, ,4500,135000,103846.1538,36470.58824,HILLSIDE,,17,,
Hillside,h,642000,10/02/2018,18,2,1,1,0,80,2004,Melbourne City Council,-37.8106,144.9646,17496,17, ,8312.5,332500,237500,37764.70588,HILLSIDE,,17,,
Kealba,h,610000,10/02/2018,14,2,1,1,180,61,2004,Darebin City Council,-37.7283,145.0207,21650,17,2277.777778,6721.311475,205000,36607.14286,35882.35294,KEALBA,,17,,
Keilor Downs,h,665000,10/02/2018,15.5,2,1,1,0,76,2004,Port Phillip City Council,-37.8369,144.968,5943,17, ,7828.947368,297500,283333.3333,39117.64706,KEILOR DOWNS,,17,,
Kensington,h,1115000,10/02/2018,3.4,2,2,3,155,140,2004,Darebin City Council,-37.7804,145.0308,2211,17,5193.548387,5750,402500,125781.25,65588.23529,KENSINGTON,,17,,
Kensington,h,855000,10/02/2018,3.4,2,1,1,0,70,2004,Melbourne City Council,-37.8407,144.9389,8648,17, ,7371.428571,258000,135789.4737,50294.11765,KENSINGTON,,17,,
Kingsville,h,1020000,10/02/2018,6.4,2,2,2,153,125,2004,Yarra City Council,-37.8209,145.0055,14949,17,9346.405229,11440,715000,550000,60000,KINGSVILLE,,17,,
Maribyrnong,t,765000,10/02/2018,4.3,1,1,2,0,83,2004,Maribyrnong City Council,-37.8173,144.894,6543,17, ,5662.650602,470000,67142.85714,45000,MARIBYRNONG,,17,,
Moonee Ponds,h,1285000,10/02/2018,6.2,2,1,2,0,69,2004,Melbourne City Council,-37.8004,144.9544,6821,17, ,8985.507246,310000,269565.2174,75588.23529,MOONEE PONDS,,17,,
Mulgrave,h,880000,10/02/2018,18.8,3,2,2,213,120,2004,Maribyrnong City Council,-37.8175,144.8964,6543,17,3661.971831,6500,260000,111428.5714,51764.70588,MULGRAVE,,17,,
Mulgrave,h,860000,10/02/2018,18.8,3,2,1,218,110,2004,Darebin City Council,-37.7133,145.0374,1414,17,2201.834862,4363.636364,160000,38709.67742,50588.23529,MULGRAVE,,17,,
Mulgrave,h,828000,10/02/2018,18.8,1,1,2,0,83,2004,Maribyrnong City Council,-37.8173,144.894,6543,17, ,6144.578313,510000,72857.14286,48705.88235,MULGRAVE,,17,,
Mulgrave,h,842000,10/02/2018,18.8,3,2,2,236,193,2004,Glen Eira City Council,-37.8982,145.0121,534,17,5296.610169,6476.683938,416666.6667,127551.0204,49529.41176,MULGRAVE,,17,,
Mulgrave,h,1020000,10/02/2018,18.8,2,2,1,0,,2004,Melbourne City Council,-37.8439,144.9974,14887,17, , ,420000,254545.4545,60000,MULGRAVE,,17,,
North Melbourne,h,1285000,10/02/2018,1.8,1,1,1,0,68,2004,Melbourne City Council,-37.8106,144.9646,17496,17, ,7102.941176,483000,172500,75588.23529,NORTH MELBOURNE,,17,,
Northcote,t,960000,10/02/2018,5.3,5,2,2,207,168,2004,Moonee Valley City Council,-37.7615,144.9333,6232,17,4734.299517,5833.333333,196000,142028.9855,56470.58824,NORTHCOTE,,17,,
Nunawading,h,970000,10/02/2018,15.4,2,1,1,0,78,2004,Stonnington City Council,-37.8588,145.0024,7717,17, ,7307.692308,285000,126666.6667,57058.82353,NUNAWADING,,17,,
Port Melbourne,h,1950000,10/02/2018,3.5,2,1,2,228,110,2004,Darebin City Council,-37.7634,144.9985,11364,17,4364.035088,9045.454545,497500,180909.0909,114705.8824,PORT MELBOURNE,,17,,
Reservoir,h,1305500,10/02/2018,12,2,2,1,0,82,2004,Moonee Valley City Council,-37.7679,144.9245,6232,17, ,6609.756098,271000,78550.72464,76794.11765,RESERVOIR,,17,,
Seaholme,h,1105000,10/02/2018,11,2,1,1,0,54,2004,Port Phillip City Council,-37.857,144.9867,13240,17, ,8925.925926,241000,79016.39344,65000,SEAHOLME,,17,,
Strathmore,t,917000,10/02/2018,8.2,2,1,1,1647,73,2004,Bayside City Council,-37.8847,144.9972,10579,17,315.7255616,7123.287671,260000,46428.57143,53941.17647,STRATHMORE,,17,,
Taylors Lakes,h,650000,10/02/2018,15.5,2,1,1,327,75,2004,Port Phillip City Council,-37.8351,144.964,5943,17,3363.914373,14666.66667,550000,523809.5238,38235.29412,TAYLORS LAKES,,17,,
Templestowe Lower,h,1150000,10/02/2018,12.4,4,2,2,704,230,2004,Brimbank City Council,-37.68175,144.74087,5556,17,1047.585227,3206.521739,184375,40972.22222,67647.05882,TEMPLESTOWE LOWER,,17,,
Thornbury,h,1850000,10/02/2018,7,2,2,2,37000,90,2004,Maribyrnong City Council,-37.77518,144.89254,4918,17,15.81081081,6500,292500,136046.5116,108823.5294,THORNBURY,,17,,
Wantirna South,h,1371000,10/02/2018,14.7,3,1,1,211,90,2004,Monash City Council,-37.89941,145.11523,2547,17,3507.109005,8222.222222,246666.6667,60162.60163,80647.05882,WANTIRNA SOUTH,,17,,
Wheelers Hill,h,1580000,10/02/2018,16.7,3,2,1,92,116,2004,Yarra City Council,-37.79683,144.99586,4019,17,9293.478261,7370.689655,285000,285000,92941.17647,WHEELERS HILL,,17,,
Abbotsford,h,955000,17/02/2018,3,4,2,2,344,235,2004,Moonee Valley City Council,-37.75861,144.86687,4502,17,2247.093023,3289.361702,193250,81368.42105,56176.47059,ABBOTSFORD,,17,,
Abbotsford,h,1200000,17/02/2018,3,7,2,4,5022,409.54,2004,Manningham City Council,-37.76598,145.19329,4790,17,538.6300279,6604.971431,386428.5714,168012.4224,70588.23529,ABBOTSFORD,,17,,
Altona Meadows,h,783000,17/02/2018,15.5,3,2,2,262,153,2004,Maribyrnong City Council,-37.78284,144.88098,3873,17,3416.030534,5849.673203,298333.3333,139843.75,46058.82353,ALTONA MEADOWS,,17,,
Ascot Vale,h,1550000,17/02/2018,4.3,3,2,2,260,,2004,Maroondah City Council,-37.831,145.19844,4181,17,3526.923077, ,305666.6667,53313.95349,91176.47059,ASCOT VALE,,17,,
Balaclava,h,1062000,17/02/2018,6.4,2,1,1,0,53,2004,Melbourne City Council,-37.8044,144.95657,6821,17, ,10207.54717,270500,300555.5556,62470.58824,BALACLAVA,,17,,
Beaumaris,h,2082000,17/02/2018,17.3,3,2,2,198,143,2004,Brimbank City Council,-37.69503,144.77869,5336,17,2535.353535,3510.48951,167333.3333,32387.09677,122470.5882,BEAUMARIS,,17,,
Beaumaris,h,1730000,17/02/2018,17.3,4,2,2,390,235,2004,Bayside City Council,-37.96,145.02068,4497,17,4256.410256,7063.829787,415000,109210.5263,101764.7059,BEAUMARIS,,17,,
Bentleigh,h,1360500,17/02/2018,11.4,3,2,2,662,232,2004,Brimbank City Council,-37.70525,144.75699,3640,17,883.6858006,2521.551724,195000,32500,80029.41176,BENTLEIGH,,17,,
Bentleigh East,t,1100000,17/02/2018,13.8,2,2,1,,94,2004,Glen Eira City Council,-37.92534,145.0344,6795,17, ,9255.319149,435000,76315.78947,64705.88235,BENTLEIGH EAST,,17,,
Bentleigh East,h,1160000,17/02/2018,13.8,5,3,1,,233,2004,Moreland City Council,-37.75692,144.94382,7082,17, ,6223.175966,290000,278846.1538,68235.29412,BENTLEIGH EAST,,17,,
Bentleigh East,h,1430000,17/02/2018,13.8,2,1,1,,86,2004,Brimbank City Council,-37.70501,144.88182,3296,17, ,6162.790698,265000,41085.27132,84117.64706,BENTLEIGH EAST,,17,,
Blackburn,h,1505000,17/02/2018,13.4,3,3,2,,187,2004,Brimbank City Council,-37.70404,144.74331,5556,17, ,3211.229947,200166.6667,33361.11111,88529.41176,BLACKBURN,,17,,
Blackburn North,h,990000,17/02/2018,13.4,3,2,2,,,2004,Maribyrnong City Council,-37.76482,144.88661,4918,17, , ,285000,198837.2093,58235.29412,BLACKBURN NORTH,,17,,
Blackburn South,h,1050000,17/02/2018,13.4,2,1,1,,67,2004,Melbourne City Council,-37.84416,144.94426,8648,17, ,9679.104478,324250,185285.7143,61764.70588,BLACKBURN SOUTH,,17,,
Blackburn South,h,1250000,17/02/2018,13.4,4,2,2,600,180,2004,Moreland City Council,-37.75465,144.94144,7082,17,2083.333333,6944.444444,312500,240384.6154,73529.41176,BLACKBURN SOUTH,,17,,
Boronia,h,765000,17/02/2018,25,2,1,1,,85,2004,Moonee Valley City Council,-37.76785,144.92453,6232,17, ,6705.882353,285000,91935.48387,45000,BORONIA,,17,,
Brighton East,h,2745000,17/02/2018,10.3,3,2,2,,162,2004,Monash City Council,-37.92247,145.18747,7113,17, ,4814.814815,260000,41489.3617,161470.5882,BRIGHTON EAST,,17,,
Brighton East,t,1420000,17/02/2018,10.3,2,1,1,,79,2004,Glen Eira City Council,-37.87313,145.02483,6923,17, ,6582.278481,260000,66666.66667,83529.41176,BRIGHTON EAST,,17,,
Brighton East,h,3300000,17/02/2018,10.3,3,1,1,771,104,2004,Darebin City Council,-37.74701,144.96369,11204,17,1141.374838,8461.538462,293333.3333,131343.2836,194117.6471,BRIGHTON EAST,,17,,
Brunswick,h,1585000,17/02/2018,5.2,4,2,2,,235,2004,Moonee Valley City Council,-37.75861,144.86687,4502,17, ,4391.489362,258000,108631.5789,93235.29412,BRUNSWICK,,17,,
Bulleen,h,1198000,17/02/2018,10.8,5,2,6,892,361,2004,Darebin City Council,-37.70176,145.0118,21650,17,1121.076233,2770.083102,200000,83333.33333,70470.58824,BULLEEN,,17,,
Burnley,h,1940000,17/02/2018,2.4,2,1,1,,77,2004,Yarra City Council,-37.82399,144.99181,14949,17, ,9116.883117,351000,292500,114117.6471,BURNLEY,,17,,
Burwood,h,1320000,17/02/2018,10.4,4,2,4,,333,2004,Brimbank City Council,-37.79773,144.80104,6763,17, ,2852.852853,237500,90476.19048,77647.05882,BURWOOD,,17,,
Burwood East,h,1250000,17/02/2018,14.7,2,1,2,210,,2004,Maribyrnong City Council,-37.78706,144.86538,3873,17,3404.761905, ,357500,111718.75,73529.41176,BURWOOD EAST,,17,,
Carlton,u,650000,17/02/2018,1.6,3,3,3,,200,2004,Manningham City Council,-37.76472,145.08315,4480,17, ,5500,366666.6667,101851.8519,38235.29412,CARLTON,,17,,
Carlton North,h,1210000,17/02/2018,3.5,5,3,2,745,288,2004,Monash City Council,-37.8689,145.1546,15321,17,2955.704698,7645.833333,440400,131856.2874,71176.47059,CARLTON NORTH,,17,,
Cheltenham,h,1150000,17/02/2018,17.9,3,2,2,252,,2004,Maribyrnong City Council,-37.7733,144.8795,4918,17,3353.174603, ,281666.6667,196511.6279,67647.05882,CHELTENHAM,,17,,
Cheltenham,h,1185000,17/02/2018,17.9,3,2,2,86,122,2004,Yarra City Council,-37.79686,144.99621,4019,17,11104.65116,7827.868852,318333.3333,318333.3333,69705.88235,CHELTENHAM,,17,,
Cheltenham,h,1360000,17/02/2018,17.9,4,3,2,463,235,2004,Manningham City Council,-37.76562,145.11944,5420,17,2699.784017,5319.148936,312500,100806.4516,80000,CHELTENHAM,,17,,
Coburg,h,1030000,17/02/2018,6.7,4,2,2,571,185,2004,Brimbank City Council,-37.76437,144.79517,2674,17,1285.464098,3967.567568,183500,49594.59459,60588.23529,COBURG,,17,,
Coburg,h,1085000,17/02/2018,6.7,3,2,2,214,137,2004,Melbourne City Council,-37.79025,144.94093,6821,17,5934.579439,9270.072993,423333.3333,705555.5556,63823.52941,COBURG,,17,,
Coburg,h,740000,17/02/2018,6.7,3,3,2,276,178,2004,Boroondara City Council,-37.8699,145.0778,3052,17,,,366666.6667,,43529.41176,COBURG,,17,,
Coburg,h,1320000,17/02/2018,6.7,2,1,1,0,,2004,Boroondara City Council,-37.8258,145.0446,11308,17,,,272500,,77647.05882,COBURG,,17,,
Croydon,h,800000,17/02/2018,23,1,1,1,0,57,2004,Boroondara City Council,-37.8272,145.0343,11308,17,,,488000,,47058.82353,CROYDON,,17,,
Croydon North,h,665500,17/02/2018,23,3,2,2,226,,2004,Boroondara City Council,-37.8275,145.0958,5457,17,,,443500,,39147.05882,CROYDON NORTH,,17,,
Croydon North,h,610000,17/02/2018,23,1,1,1,0,47,2004,Boroondara City Council,-37.82334,145.04015,11308,17,,,420000,,35882.35294,CROYDON NORTH,,17,,
Croydon South,h,702000,17/02/2018,23,4,4,2,,432,2004,Boroondara City Council,-37.81865,145.09223,5457,17,,,962750,,41294.11765,CROYDON SOUTH,,17,,
Croydon South,h,1000000,17/02/2018,23,3,2,2,717,300,2004,Boroondara City Council,-37.78952,145.08367,7809,17,,,700000,,58823.52941,CROYDON SOUTH,,17,,
Deer Park,h,600000,17/02/2018,14.8,4,3,3,774,115,2004,Boroondara City Council,-37.81152,145.04885,10331,17,,,975000,,35294.11765,DEER PARK,,17,,
Delahey,h,615000,17/02/2018,18,3,1,2,142,123,2005,Darebin City Council,-37.7382,144.973,11204,16,4753.521127,5487.804878,225000,86538.46154,38437.5,DELAHEY,,16,,
Derrimut,h,805000,17/02/2018,14.7,2,2,1,201,79,2005,Glen Eira City Council,-37.9293,145.0657,10969,16,3592.039801,9139.240506,361000,51942.44604,50312.5,DERRIMUT,,16,,
Donvale,h,1950000,17/02/2018,16.1,3,2,1,158,136,2005,Moreland City Council,-37.7091,144.8958,1071,16,2468.35443,2867.647059,130000,28676.47059,121875,DONVALE,,16,,
Elwood,u,396000,17/02/2018,7.2,4,4,2,565,331,2005,Stonnington City Council,-37.8448,145.0123,7217,16,7433.628319,12688.82175,1050000,913043.4783,24750,ELWOOD,,16,,
Ferntree Gully,h,668000,17/02/2018,24.8,4,3,1,509,341,2005,Bayside City Council,-37.9118,144.9984,10579,16,5402.750491,8064.516129,687500,245535.7143,41750,FERNTREE GULLY,,16,,
Ferntree Gully,h,723000,17/02/2018,24.8,1,1,1,0,50,2005,Hobsons Bay City Council,-37.8413,144.8741,5498,16, ,6700,335000,39880.95238,45187.5,FERNTREE GULLY,,16,,
Glen Waverley,h,1758000,17/02/2018,16.7,3,1,1,192,121,2005,Moreland City Council,-37.7177,144.9321,7485,16,2721.354167,4318.181818,174166.6667,52777.77778,109875,GLEN WAVERLEY,,16,,
Glen Waverley,h,1459000,17/02/2018,16.7,1,1,1,7455,53,2005,Yarra City Council,-37.822,145.0104,14949,16,54.32595573,7641.509434,405000,155769.2308,91187.5,GLEN WAVERLEY,,16,,
Glen Waverley,h,1700000,17/02/2018,16.7,3,2,1,240,162,2005,Moreland City Council,-37.756,144.9587,11918,16,4066.666667,6024.691358,325333.3333,187692.3077,106250,GLEN WAVERLEY,,16,,
Hadfield,h,730000,17/02/2018,11.2,3,2,2,325,223,2005,Glen Eira City Council,-37.8933,145.0546,7822,16,2984.615385,4349.775785,323333.3333,85087.7193,45625,HADFIELD,,16,,
Hampton East,h,1710000,17/02/2018,13.8,3,2,1,0,120,2005,Yarra City Council,-37.8331,144.9975,14949,16, ,6333.333333,253333.3333,292307.6923,106875,HAMPTON EAST,,16,,
Keilor Downs,h,650000,17/02/2018,15.5,2,1,1,0,75,2005,Bayside City Council,-37.9156,145.0013,10579,16, ,8133.333333,305000,54464.28571,40625,KEILOR DOWNS,,16,,
Keilor East,h,1750000,17/02/2018,11.7,1,1,1,0,70,2005,Melbourne City Council,-37.8407,144.9389,8648,16, ,7428.571429,520000,136842.1053,109375,KEILOR EAST,,16,,
Keilor East,h,901500,17/02/2018,11.7,3,1,1,225,,2005,Moreland City Council,-37.7068,144.9467,2606,16,2066.666667, ,155000,38429.75207,56343.75,KEILOR EAST,,16,,
Keilor East,h,763000,17/02/2018,11.7,2,1,1,0,74,2005,Melbourne City Council,-37.8424,144.9449,8648,16, ,8108.108108,300000,157894.7368,47687.5,KEILOR EAST,,16,,
Kingsbury,h,680000,17/02/2018,12.1,1,2,2,242,,2005,Glen Eira City Council,-37.9017,145.0739,4442,16,4545.454545, ,1100000,90909.09091,42500,KINGSBURY,,16,,
Malvern,h,2360000,17/02/2018,5.9,4,2,2,399,212,2005,Monash City Council,-37.8597,145.1084,5678,16,3182.957393,5990.566038,317500,108547.0085,147500,MALVERN,,16,,
Malvern East,h,1960000,17/02/2018,8.4,2,2,2,0,136,2005,Yarra City Council,-37.7937,144.9983,2954,16, ,6511.029412,442750,260441.1765,122500,MALVERN EAST,,16,,
