Suburb,Address,Rooms,Type,   Price   ,Method,SellerG,Date,Distance,Postcode,Bedroom2,Bathroom,Car,Landsize,BuildingArea,YearBuilt,CouncilArea,Lattitude,Longtitude,Regionname,Propertycount,,
Lysterfield,7 Saunders Cl,3,h," $730,000.00 ",PI,Noel,10/03/2018,24.8,3156,3,1,2,622,106,1980,Knox City Council,-37.91857,145.27292,South-Eastern Metropolitan,2126,,
Mulgrave,13 Anora Cr,4,h," $845,000.00 ",S,Ray,10/03/2018,18.8,3170,4,1,3,650,152,1970,Monash City Council,-37.92092,145.17123,South-Eastern Metropolitan,7113,,
Northcote,221 Mitchell St,4,h," $1,700,000.00 ",VB,Jellis,10/03/2018,5.3,3070,4,1,2,486,156,1940,Darebin City Council,-37.77373,145.01414,Northern Metropolitan,11364,,
Northcote,18 Tanner Gr,3,h," $1,660,000.00 ",SP,Jellis,10/03/2018,5.3,3070,3,1,2,626,117,1925,Darebin City Council,-37.77193,145.01048,Northern Metropolitan,11364,,
Reservoir,51 Elinda Pl,2,u," $460,000.00 ",SP,Ray,10/03/2018,12,3073,2,1,2,176,90,1998,Darebin City Council,-37.69898,145.02387,Northern Metropolitan,21650,,
Reservoir,55 Nisbett St,2,h," $650,000.00 ",PI,Ray,10/03/2018,12,3073,2,1,2,581,75,1950,Darebin City Council,-37.72768,145.02981,Northern Metropolitan,21650,,
Wantirna South,48 Honey Av,5,h," $1,180,501.00 ",SP,Barry,10/03/2018,14.7,3152,5,3,2,392,324,2012,Knox City Council,-37.88011,145.23567,Eastern Metropolitan,7082,,
Airport West,8 McNamara Av,3,h," $975,000.00 ",S,Nelson,3/03/2018,10.4,3042,3,2,1,303,248,2017,Moonee Valley City Council,-37.73174,144.88086,Western Metropolitan,3464,,
Airport West,38a North St,3,t," $891,000.00 ",S,Nelson,3/03/2018,10.4,3042,3,2,2,314,160,2017,Moonee Valley City Council,-37.71968,144.87756,Western Metropolitan,3464,,
Altona North,146 McIntosh Rd,3,h," $700,000.00 ",SP,hockingstuart,3/03/2018,9.4,3025,3,1,2,441,107,1975,Hobsons Bay City Council,-37.8454,144.84711,Western Metropolitan,5132,,
Ardeer,27 Helene St,4,h," $624,000.00 ",S,Barry,3/03/2018,12.8,3022,4,1,4,601,153,1970,Brimbank City Council,-37.77881,144.80431,Western Metropolitan,1281,,
Ascot Vale,163 The Parade,3,h," $1,050,000.00 ",VB,Nelson,3/03/2018,4.3,3032,3,1,1,272,101,1910,Moonee Valley City Council,-37.77202,144.90731,Western Metropolitan,6567,,
Beaumaris,17 Bodley St,4,t," $1,820,000.00 ",SP,Chisholm,3/03/2018,17.3,3193,4,2,3,353,252,2010,Bayside City Council,-37.9904,145.03871,Southern Metropolitan,5366,,
Beaumaris,14 Cannes Gr,4,h," $1,645,000.00 ",S,Bayside,3/03/2018,17.3,3193,4,2,2,646,260,2006,Bayside City Council,-37.97559,145.04546,Southern Metropolitan,5366,,
Beaumaris,180 Tramway Pde,4,h," $1,880,000.00 ",S,McGrath,3/03/2018,17.3,3193,4,3,4,689,132,1950,Bayside City Council,-37.98124,145.04465,Southern Metropolitan,5366,,
Bentleigh,15A Loranne St,3,t," $1,350,000.00 ",S,Buxton,3/03/2018,11.4,3204,3,2,1,359,204,2002,Glen Eira City Council,-37.92025,145.03482,Southern Metropolitan,6795,,
Bentleigh,3 Roma St,4,h," $1,300,000.00 ",VB,hockingstuart,3/03/2018,11.4,3204,4,2,1,587,161,1930,Glen Eira City Council,-37.92594,145.0433,Southern Metropolitan,6795,,
Bentleigh East,105A MacKie Rd,4,t," $1,282,000.00 ",S,Jellis,3/03/2018,13.8,3165,4,3,2,354,252,2014,Glen Eira City Council,-37.91372,145.07488,Southern Metropolitan,10969,,
Bentleigh East,3 Samuel Ct,3,h," $1,180,000.00 ",S,Buxton,3/03/2018,13.8,3165,3,1,2,666,140,1950,Glen Eira City Council,-37.92498,145.06907,Southern Metropolitan,10969,,
Bentleigh East,1 Vine Ct,5,h," $1,669,000.00 ",S,Jellis,3/03/2018,13.8,3165,5,3,2,400,260,2013,Glen Eira City Council,-37.91653,145.05705,Southern Metropolitan,10969,,
Bentleigh East,39 Warwick St,3,h," $1,146,000.00 ",S,Buxton,3/03/2018,13.8,3165,3,1,1,595,116,1960,Glen Eira City Council,-37.92083,145.07083,Southern Metropolitan,10969,,
Black Rock,4 Tandara Ct,4,h," $1,980,000.00 ",S,hockingstuart,3/03/2018,17.3,3193,4,2,1,550,295,2000,Bayside City Council,-37.97585,145.02455,Southern Metropolitan,2866,,
Blackburn South,5 Abercromby Rd,4,h," $1,400,000.00 ",VB,Jellis,3/03/2018,13.4,3130,4,2,1,560,0,1960,Whitehorse City Council,-37.83533,145.14455,Eastern Metropolitan,4387,,
Box Hill,36 Ashted Rd,4,h," $2,128,888.00 ",S,Buxton,3/03/2018,10.9,3128,4,3,2,686,180,1945,Whitehorse City Council,-37.82346,145.12631,Eastern Metropolitan,4605,,
Braybrook,39 Shepherd St,3,h," $801,500.00 ",S,Bells,3/03/2018,8.6,3019,3,1,1,603,108,1950,Maribyrnong City Council,-37.78308,144.85297,Western Metropolitan,3589,,
Brighton,14 Cross St,3,h," $1,925,000.00 ",VB,Marshall,3/03/2018,10.5,3186,3,2,2,545,140,1920,Bayside City Council,-37.89085,144.99983,Southern Metropolitan,10579,,
Brighton,42 Ebden St,3,h," $1,826,000.00 ",S,Jellis,3/03/2018,10.5,3186,3,1,1,468,169,1910,Bayside City Council,-37.88786,144.99853,Southern Metropolitan,10579,,
Brighton,123 Male St,2,h," $1,250,000.00 ",VB,Marshall,3/03/2018,10.5,3186,2,1,0,199,95,1920,Bayside City Council,-37.90914,145.00477,Southern Metropolitan,10579,,
Brighton,137 Male St,4,h," $2,300,000.00 ",PI,Nick,3/03/2018,10.5,3186,4,2,1,393,211,1890,Bayside City Council,-37.90841,145.00497,Southern Metropolitan,10579,,
Brighton East,21 Cheeseman Av,4,h," $1,840,000.00 ",S,Marshall,3/03/2018,10.3,3187,4,2,2,612,183,1930,Bayside City Council,-37.9076,145.02043,Southern Metropolitan,6938,,
Brighton East,43 Regent St,4,h," $2,070,000.00 ",PI,Marshall,3/03/2018,10.3,3187,4,2,2,602,235,1950,Bayside City Council,-37.92367,145.00993,Southern Metropolitan,6938,,
Brunswick,3 Austral Av,4,h," $1,500,000.00 ",VB,Nelson,3/03/2018,5.2,3056,4,2,1,373,0,1940,Moreland City Council,-37.76289,144.95552,Northern Metropolitan,11918,,
Brunswick,2 Saxon St,3,h," $1,160,000.00 ",PI,Jellis,3/03/2018,5.2,3056,3,1,1,262,103,1910,Moreland City Council,-37.77321,144.96039,Northern Metropolitan,11918,,
Brunswick,2 Sheffield St,4,h," $1,661,000.00 ",S,Nelson,3/03/2018,5.2,3056,4,2,1,412,156,1920,Moreland City Council,-37.76043,144.95136,Northern Metropolitan,11918,,
Brunswick West,6 Burnell St,3,h," $1,250,000.00 ",S,Alexkarbon,3/03/2018,5.2,3055,3,1,2,316,107,1890,Moreland City Council,-37.76347,144.94509,Northern Metropolitan,7082,,
Brunswick West,14 James St,3,h," $1,345,000.00 ",S,Nelson,3/03/2018,5.2,3055,3,1,0,366,158,1925,Moreland City Council,-37.76285,144.94346,Northern Metropolitan,7082,,
Bulleen,22 Derreck Av,4,h," $1,310,000.00 ",VB,Jellis,3/03/2018,10.8,3105,4,3,2,358,243,2018,Manningham City Council,-37.76281,145.09159,Eastern Metropolitan,4480,,
Burwood,21 Iris St,3,h," $1,461,000.00 ",S,Buxton,3/03/2018,10.4,3125,3,1,1,674,125,1945,Monash City Council,-37.84533,145.09897,Southern Metropolitan,5678,,
Burwood,11 Stephens St,3,h," $1,388,000.00 ",SP,Buxton,3/03/2018,10.4,3125,3,1,2,772,112,1960,Monash City Council,-37.85628,145.10906,Southern Metropolitan,5678,,
Burwood East,28 Robert St,3,h," $1,177,000.00 ",S,hockingstuart,3/03/2018,14.7,3151,3,2,2,608,162,1979,Whitehorse City Council,-37.84767,145.15369,Eastern Metropolitan,4048,,
Carlton North,17 Shakespeare St,2,h," $1,065,000.00 ",S,Woodards,3/03/2018,3.5,3054,2,1,0,96,80,1880,Melbourne City Council,-37.788,144.96978,Northern Metropolitan,3106,,
Caulfield South,14 Jupiter St,3,h," $1,530,000.00 ",S,Gary,3/03/2018,8.7,3162,3,2,1,297,140,1950,Glen Eira City Council,-37.89524,145.01615,Southern Metropolitan,5051,,
Caulfield South,17 Sheffield St,2,h," $1,101,000.00 ",S,Gary,3/03/2018,8.7,3162,2,1,2,347,96,1943,Glen Eira City Council,-37.89762,145.02297,Southern Metropolitan,5051,,
Chadstone,9 Binalong Av,3,h," $1,300,000.00 ",S,McGrath,3/03/2018,11.7,3148,3,1,2,690,85,1960,Monash City Council,-37.87456,145.1027,Southern Metropolitan,3582,,
Cheltenham,25 Monterey Dr,3,t," $875,000.00 ",VB,Buxton,3/03/2018,17.9,3192,3,2,1,163,144,2017,Bayside City Council,-37.96066,145.04109,Southern Metropolitan,9758,,
Coburg,26 McKay St,2,h," $857,000.00 ",S,Barry,3/03/2018,6.7,3058,2,1,1,236,97,1900,Darebin City Council,-37.73936,144.96454,Northern Metropolitan,11204,,
Croydon,19 Elmore Av,4,h," $1,220,000.00 ",PI,McGrath,3/03/2018,23,3136,4,2,2,1068,210,2009,Maroondah City Council,-37.7841,145.28877,Eastern Metropolitan,11925,,
Croydon,12 Kalinda Rd,3,h," $676,000.00 ",S,hockingstuart,3/03/2018,23,3136,3,1,1,773,111,1965,Maroondah City Council,-37.79385,145.25667,Eastern Metropolitan,11925,,
Deer Park,36 Jonah Pde,4,h," $545,000.00 ",S,Stockdale,3/03/2018,14.8,3023,4,2,2,401,126,2009,Brimbank City Council,-37.77475,144.75653,Western Metropolitan,6388,,
Doncaster East,18 Dryden St,3,h," $1,610,000.00 ",PI,Jellis,3/03/2018,14.3,3109,3,1,0,728,114,1960,Manningham City Council,-37.78682,145.15866,Eastern Metropolitan,10999,,
Elsternwick,25 Park St,4,h," $2,200,000.00 ",VB,Gary,3/03/2018,7.2,3185,4,2,1,408,189,1925,Glen Eira City Council,-37.87979,145.01267,Southern Metropolitan,4898,,
Elsternwick,8 Prentice St,3,h," $2,100,000.00 ",VB,Biggin,3/03/2018,7.2,3185,3,2,1,346,180,1890,Glen Eira City Council,-37.88319,145.01142,Southern Metropolitan,4898,,
Elsternwick,78 Riddell Pde,3,h," $2,235,000.00 ",S,Biggin,3/03/2018,7.2,3185,3,2,2,520,215,1890,Glen Eira City Council,-37.88983,145.00497,Southern Metropolitan,4898,,
Elwood,127 Tennyson St,4,h," $1,920,000.00 ",VB,Marshall,3/03/2018,7.2,3184,4,3,2,339,117,1930,Port Phillip City Council,-37.88271,144.99216,Southern Metropolitan,8989,,
Elwood,42 Wave St,3,h," $2,450,000.00 ",VB,Chisholm,3/03/2018,7.2,3184,3,2,3,548,153,1928,Port Phillip City Council,-37.88349,144.98711,Southern Metropolitan,8989,,
Essendon,9 Alfred Rd,3,h," $1,725,000.00 ",S,Nelson,3/03/2018,7.5,3040,3,1,2,607,144,1960,Moonee Valley City Council,-37.74441,144.92319,Western Metropolitan,9264,,
Essendon,58a Nimmo St,5,h," $1,556,000.00 ",S,Nelson,3/03/2018,7.5,3040,5,3,2,334,277,2016,Moonee Valley City Council,-37.74999,144.89622,Western Metropolitan,9264,,
Fitzroy North,25 Liverpool St,4,h," $1,780,000.00 ",S,Jellis,3/03/2018,3.6,3068,4,2,1,150,133,1890,Moreland City Council,-37.78109,144.97939,Northern Metropolitan,6244,,
Fitzroy North,450 Queens Pde,4,h," $1,850,000.00 ",S,Nelson,3/03/2018,3.6,3068,4,2,3,406,224,1910,Moreland City Council,-37.78624,144.99343,Northern Metropolitan,6244,,
Glenroy,10 Glenroy Rd,4,h," $772,000.00 ",S,Stockdale,3/03/2018,11.2,3046,4,1,4,590,135,1955,Moreland City Council,-37.70716,144.93744,Northern Metropolitan,8870,,
Hadfield,15 Curtin Av,4,h," $787,000.00 ",S,Stockdale,3/03/2018,11.2,3046,4,2,1,583,114,1950,Moreland City Council,-37.70947,144.94664,Northern Metropolitan,2606,,
Heathmont,41 Barrow Dr,4,h," $1,540,000.00 ",S,Barry,3/03/2018,21.3,3135,4,2,3,866,199,2012,Maroondah City Council,-37.83628,145.24784,Eastern Metropolitan,3794,,
Heathmont,9 Headline Ct,3,h," $1,160,000.00 ",S,Barry,3/03/2018,21.3,3135,3,2,2,768,184,1985,Maroondah City Council,-37.83057,145.25398,Eastern Metropolitan,3794,,
Hillside,83 Royal Cr,5,h," $740,000.00 ",S,Prof.,3/03/2018,18,3037,4,3,2,720,296,1998,Brimbank City Council,-37.68369,144.74022,Western Metropolitan,5556,,
Kealba,46 Bundeena Av,4,h," $800,000.00 ",SP,Brad,3/03/2018,14,3021,4,2,2,526,186,1990,Brimbank City Council,-37.73152,144.82612,Western Metropolitan,1202,,
Keilor East,16 Grant Gr,3,h," $1,011,000.00 ",S,Nelson,3/03/2018,11.7,3033,3,1,2,536,129,1970,Brimbank City Council,-37.74804,144.86747,Western Metropolitan,5629,,
Keilor East,184 Rachelle Rd,4,h," $1,070,000.00 ",S,Nelson,3/03/2018,11.7,3033,4,2,3,648,272,1980,Brimbank City Council,-37.73247,144.87241,Western Metropolitan,5629,,
Kensington,13 Albermarle St,3,h," $1,390,000.00 ",S,Nelson,3/03/2018,3.4,3031,3,2,0,146,138,1891,Melbourne City Council,-37.79611,144.93305,Northern Metropolitan,5263,,
Malvern,41 Thanet St,4,h," $3,800,000.00 ",VB,Marshall,3/03/2018,5.9,3144,4,2,2,786,276,1915,Stonnington City Council,-37.86202,145.03635,Southern Metropolitan,4675,,
Malvern East,100A Argyll St,4,t," $1,400,000.00 ",VB,Jellis,3/03/2018,8.4,3145,4,3,2,328,213,2015,Stonnington City Council,-37.87426,145.0891,Southern Metropolitan,8801,,
Malvern East,34 Boston Av,5,h," $2,260,000.00 ",S,RT,3/03/2018,8.4,3145,5,2,3,650,199,1925,Stonnington City Council,-37.88144,145.06105,Southern Metropolitan,8801,,
Malvern East,2 Deakin St,2,h," $1,455,000.00 ",S,Marshall,3/03/2018,8.4,3145,2,1,1,293,112,1890,Stonnington City Council,-37.86455,145.04132,Southern Metropolitan,8801,,
Malvern East,13 Emo Rd,4,h," $3,680,000.00 ",S,Marshall,3/03/2018,8.4,3145,4,3,4,778,331,1889,Stonnington City Council,-37.88049,145.0509,Southern Metropolitan,8801,,
Malvern East,17 Serrell St,4,h," $2,325,000.00 ",S,Jellis,3/03/2018,8.4,3145,4,2,3,659,255,1920,Stonnington City Council,-37.88247,145.06167,Southern Metropolitan,8801,,
Malvern East,23 Vickery St,2,t," $700,000.00 ",VB,Jellis,3/03/2018,8.4,3145,2,1,1,71,141,2008,Stonnington City Council,-37.87405,145.05067,Southern Metropolitan,8801,,
Malvern East,256 Waverley Rd,4,h," $2,100,000.00 ",VB,Abercromby's,3/03/2018,8.4,3145,4,3,3,569,306,2008,Stonnington City Council,-37.87709,145.056,Southern Metropolitan,8801,,
Middle Park,308 Richardson St,4,h," $3,150,000.00 ",VB,Marshall,3/03/2018,3,3206,4,2,4,183,188,1890,Port Phillip City Council,-37.85154,144.96518,Southern Metropolitan,2019,,
Moonee Ponds,11 Bloom St,3,h," $1,210,000.00 ",S,Nelson,3/03/2018,6.2,3039,3,1,2,355,134,1950,Moonee Valley City Council,-37.75879,144.91783,Western Metropolitan,6232,,
Moonee Ponds,11 Holberg St,4,h," $2,025,000.00 ",PI,Jellis,3/03/2018,6.2,3039,4,2,2,791,281,1990,Moonee Valley City Council,-37.7707,144.93175,Western Metropolitan,6232,,
Moonee Ponds,22 Norfolk St,3,h," $1,250,000.00 ",VB,Nelson,3/03/2018,6.2,3039,3,2,2,246,215,2012,Moonee Valley City Council,-37.76393,144.90839,Western Metropolitan,6232,,
Mulgrave,51 Tiverton Dr,3,h," $880,000.00 ",SP,Win,3/03/2018,18.8,3170,3,2,2,652,130,1970,Monash City Council,-37.92632,145.17978,South-Eastern Metropolitan,7113,,
Newport,45 Elizabeth St,4,h," $1,465,000.00 ",S,Sweeney,3/03/2018,6.2,3015,4,2,2,605,184,1980,Hobsons Bay City Council,-37.83864,144.87794,Western Metropolitan,5498,,
Newport,78 Woods St,4,h," $1,420,000.00 ",VB,Williams,3/03/2018,6.2,3015,4,2,2,470,172,1950,Hobsons Bay City Council,-37.84525,144.87405,Western Metropolitan,5498,,
Niddrie,45 Shaw St,2,h," $1,275,000.00 ",SP,Barry,3/03/2018,10.4,3042,2,1,1,650,102,1950,Moonee Valley City Council,-37.74035,144.88715,Western Metropolitan,2291,,
Northcote,16 Candy St,3,h," $1,680,000.00 ",S,Nelson,3/03/2018,5.3,3070,3,2,1,276,135,1910,Darebin City Council,-37.77984,144.99786,Northern Metropolitan,11364,,
Nunawading,401 Springfield Rd,3,h," $836,000.00 ",S,Barry,3/03/2018,15.4,3131,3,2,2,423,140,1950,Manningham City Council,-37.80966,145.18378,Eastern Metropolitan,4973,,
Oakleigh,2 William St,4,h," $1,546,000.00 ",S,Buxton,3/03/2018,12.3,3166,4,2,2,541,190,1920,Monash City Council,-37.90114,145.10357,Southern Metropolitan,3224,,
Ormond,27 Thompson St,4,h," $1,900,000.00 ",S,Hodges,3/03/2018,11.4,3204,4,2,2,705,209,1940,Glen Eira City Council,-37.90416,145.02792,Southern Metropolitan,3578,,
Pascoe Vale,2C Heath St,4,t," $810,000.00 ",VB,Nelson,3/03/2018,8.5,3044,4,2,1,158,120,2005,Moreland City Council,-37.7302,144.92928,Northern Metropolitan,7485,,
Pascoe Vale,6 Zenith St,3,h," $1,170,000.00 ",S,McGrath,3/03/2018,8.5,3044,3,2,2,605,163,1960,Moreland City Council,-37.72521,144.93482,Northern Metropolitan,7485,,
Prahran,576 High St,3,h," $1,646,000.00 ",S,hockingstuart,3/03/2018,4.6,3181,3,1,1,281,145,1915,Stonnington City Council,-37.85391,145.00733,Southern Metropolitan,7717,,
Prahran,44 Wrights Tce,3,h," $2,610,000.00 ",SP,Jellis,3/03/2018,4.6,3181,3,2,0,279,207,1885,Stonnington City Council,-37.85122,145.00514,Southern Metropolitan,7717,,
Preston,13 Adeline St,3,h," $1,265,000.00 ",S,Nelson,3/03/2018,8.4,3072,3,2,1,447,447,1930,Darebin City Council,-37.74752,145.00087,Northern Metropolitan,14577,,
Preston,2 Clara St,3,h," $1,060,000.00 ",S,Nelson,3/03/2018,8.4,3072,3,1,2,559,130,1945,Darebin City Council,-37.73227,144.99533,Northern Metropolitan,14577,,
Preston,1 Emerald St,2,h," $650,000.00 ",VB,Barry,3/03/2018,8.4,3072,2,1,2,200,112,2016,Darebin City Council,-37.7443,145.01791,Northern Metropolitan,14577,,
Preston,34A Grange St,3,t," $860,000.00 ",SP,Jellis,3/03/2018,8.4,3072,3,2,2,192,120,2005,Darebin City Council,-37.73771,144.9881,Northern Metropolitan,14577,,
Reservoir,18 Boldrewood Pde,3,h," $980,000.00 ",PI,Nelson,3/03/2018,12,3073,3,1,1,683,93,1958,Darebin City Council,-37.72366,145.02294,Northern Metropolitan,21650,,
Reservoir,29 Excelsior St,3,h," $990,000.00 ",S,Woodards,3/03/2018,12,3073,3,2,2,289,119,2015,Darebin City Council,-37.72395,144.99749,Northern Metropolitan,21650,,
Reservoir,67 Seston St,3,h," $610,000.00 ",VB,Love,3/03/2018,12,3073,3,1,2,609,86,1950,Darebin City Council,-37.72756,145.03447,Northern Metropolitan,21650,,
Ringwood East,5 Hunter Ct,3,h," $902,000.00 ",S,Real,3/03/2018,21.3,3135,3,2,1,876,111,1965,Maroondah City Council,-37.82453,145.26356,Eastern Metropolitan,4407,,
Ringwood North,17 Debbie Pl,4,h," $980,000.00 ",S,Fletchers,3/03/2018,19.9,3134,4,2,2,671,195,1985,Manningham City Council,-37.79739,145.22125,Eastern Metropolitan,3619,,
Seddon,82 Albert St,2,h," $1,067,000.00 ",S,Sweeney,3/03/2018,5.1,3011,2,1,1,223,92,1910,Maribyrnong City Council,-37.80543,144.89691,Western Metropolitan,2417,,
South Melbourne,46 Glover St,2,h," $1,450,000.00 ",S,Greg,3/03/2018,1.9,3205,2,1,0,130,83,1880,Port Phillip City Council,-37.83913,144.9482,Southern Metropolitan,5943,,
South Yarra,24 Clara St,4,h," $2,910,000.00 ",PI,Kay,3/03/2018,2.7,3141,4,2,2,237,212,1900,Melbourne City Council,-37.84163,144.99792,Southern Metropolitan,14887,,
Strathmore,39 Henshall Rd,3,h," $1,500,000.00 ",S,McDonald,3/03/2018,8.2,3041,3,2,2,607,183,1950,Moonee Valley City Council,-37.73765,144.91576,Western Metropolitan,3284,,
Sunshine,11 Robinson St,3,h," $856,000.00 ",S,Douglas,3/03/2018,10.5,3020,3,1,1,441,125,1956,Brimbank City Council,-37.79017,144.83713,Western Metropolitan,3755,,
Sunshine North,374 Ballarat Rd,3,h," $821,000.00 ",S,Douglas,3/03/2018,10.5,3020,3,1,2,624,143,1955,Brimbank City Council,-37.77864,144.84572,Western Metropolitan,4217,,
Sunshine North,37 Westmoreland Rd,3,h," $870,500.00 ",S,Douglas,3/03/2018,10.5,3020,3,1,2,575,140,1970,Brimbank City Council,-37.77426,144.83497,Western Metropolitan,4217,,
Taylors Lakes,60 Corryong Cr,4,h," $742,000.00 ",S,Barry,3/03/2018,15.5,3038,4,2,2,652,204,1980,Brimbank City Council,-37.70504,144.80535,Western Metropolitan,5336,,
Taylors Lakes,12 Nolan Pl,4,h," $1,136,000.00 ",SP,Brad,3/03/2018,15.5,3038,4,3,2,700,291,2007,Brimbank City Council,-37.68767,144.7703,Western Metropolitan,5336,,
Templestowe,303 Church Rd,5,h," $2,008,000.00 ",S,Jellis,3/03/2018,15.5,3106,5,3,2,811,393,1990,Manningham City Council,-37.76815,145.14107,Eastern Metropolitan,6202,,
Templestowe,4 Durkin Ct,4,h," $1,050,000.00 ",SP,Barry,3/03/2018,15.5,3106,4,2,2,680,217,1980,Manningham City Council,-37.75785,145.13593,Eastern Metropolitan,6202,,
Templestowe,8 Strand Ct,4,h," $1,475,000.00 ",SP,Barry,3/03/2018,15.5,3106,4,2,2,845,236,1980,Manningham City Council,-37.77239,145.15869,Eastern Metropolitan,6202,,
Templestowe,19 Wensley Ct,5,h," $2,102,000.00 ",S,Jellis,3/03/2018,15.5,3106,5,3,4,831,380,1990,Manningham City Council,-37.77115,145.15826,Eastern Metropolitan,6202,,
Templestowe Lower,291 High St,4,h," $1,250,000.00 ",VB,Barry,3/03/2018,12.4,3107,4,3,2,463,235,2004,Manningham City Council,-37.76562,145.11944,Eastern Metropolitan,5420,,
Templestowe Lower,65 Lowan Av,3,h," $1,155,000.00 ",S,Barry,3/03/2018,12.4,3107,3,2,2,655,160,1970,Manningham City Council,-37.75748,145.09691,Eastern Metropolitan,5420,,
Thornbury,63 Miller St,3,h," $990,000.00 ",S,McGrath,3/03/2018,7,3071,3,1,1,366,16,1940,Darebin City Council,-37.75155,144.99169,Northern Metropolitan,8870,,
Thornbury,213 Raleigh St,3,h," $1,140,000.00 ",S,McGrath,3/03/2018,7,3071,3,1,1,471,113,1940,Darebin City Council,-37.76026,145.01602,Northern Metropolitan,8870,,
Thornbury,335 Rossmoyne St,3,h," $1,192,000.00 ",S,McGrath,3/03/2018,7,3071,3,1,2,455,139,1952,Darebin City Council,-37.75949,145.02395,Northern Metropolitan,8870,,
Wantirna,30 Gresford Rd,4,h," $1,008,000.00 ",SP,LLC,3/03/2018,14.7,3152,4,2,2,625,220,1980,Knox City Council,-37.84972,145.23531,Eastern Metropolitan,5424,,
Warrandyte,18 Pound Rd,4,h," $1,231,000.00 ",SP,Barry,3/03/2018,21.1,3113,4,3,2,1567,215,1990,Manningham City Council,-37.74681,145.19746,Eastern Metropolitan,2003,,
Wheelers Hill,31 Alex Av,5,h," $2,100,000.00 ",PI,Barry,3/03/2018,16.7,3150,5,5,2,644,416,2016,Monash City Council,-37.90532,145.19323,South-Eastern Metropolitan,7392,,
Williamstown,18 Charles St,3,h," $1,290,000.00 ",SP,Williams,3/03/2018,6.8,3016,3,1,0,256,50,1915,Hobsons Bay City Council,-37.86045,144.89185,Western Metropolitan,6380,,
Williamstown,16 Hannan St,5,h," $2,720,000.00 ",S,Jas,3/03/2018,6.8,3016,5,2,1,655,244,1910,Hobsons Bay City Council,-37.86605,144.88686,Western Metropolitan,6380,,
Williamstown,12 Melbourne Rd,3,h," $1,295,000.00 ",PI,Greg,3/03/2018,6.8,3016,3,2,0,313,155,1915,Hobsons Bay City Council,-37.86217,144.89765,Western Metropolitan,6380,,
Williamstown,193 Melbourne Rd,2,h," $980,000.00 ",PI,Sweeney,3/03/2018,6.8,3016,2,1,1,294,120,1900,Hobsons Bay City Council,-37.85149,144.88893,Western Metropolitan,6380,,
Williamstown,38 Perry St,3,h," $1,075,000.00 ",SP,Sweeney,3/03/2018,6.8,3016,3,2,1,269,150,1970,Hobsons Bay City Council,-37.86157,144.8926,Western Metropolitan,6380,,
Williamstown,39 Sandpiper Pl,4,h," $2,400,000.00 ",SP,Greg,3/03/2018,6.8,3016,4,2,2,462,28,2000,Hobsons Bay City Council,-37.86341,144.87786,Western Metropolitan,6380,,
Windsor,3 Lewisham La,4,h," $1,350,000.00 ",VB,Gary,3/03/2018,4.6,3181,4,2,2,1806,144,1990,Port Phillip City Council,-37.85688,144.99854,Southern Metropolitan,4380,,
