Suburb,Type,Price,Date,Distance,Bedroom,Bathroom,Car,Landsize,BuildingArea,Lattitude,Longtitude,Buildingage,Pricepermeterland,Pricepermeterbuilding,Priceperbedroom,Priceperdistance,Priceperage,,Pricelandratio,Landbuildingratio
Brighton East,h,1200000,7/05/2016,10.7,2,1,1,138,81,-37.8218,145.0132,131,7572.463768,12901.23457,522500,401923.0769,9160.305344,,8695.652174,1.703703704
Brunswick,h,1310000,7/05/2016,5.2,2,2,1,131,79,-37.839,144.948,131,9160.305344,15189.87342,600000,571428.5714,10000,,10000,1.658227848
Brunswick,h,845500,7/05/2016,5.2,2,1,1,144,81,-37.7984,144.9738,131,8125,14444.44444,585000,650000,6454.198473,,5871.527778,1.777777778
Brunswick,h,860000,7/05/2016,5.2,4,2,1,154,196,-37.7934,144.9562,131,14519.48052,11408.16327,559000,860000,6564.885496,,5584.415584,0.785714286
Brunswick,t,605000,7/05/2016,5.2,2,1,1,138,105,-37.8021,144.9965,131,8525.362319,11204.7619,588250,470600,4618.320611,,4384.057971,1.314285714
Brunswick,h,1055000,7/05/2016,5.2,2,1,1,131,80,-37.8274,144.9967,131,7748.091603,12687.5,507500,406000,8053.435115,,8053.435115,1.6375
Brunswick,u,445000,7/05/2016,5.2,3,1,0,285,104,-37.7634,144.9593,131,4105.263158,11250,390000,225000,3396.946565,,1561.403509,2.740384615
Brunswick West,u,265000,7/05/2016,5.9,2,2,1,255,85,-37.8887,145.0207,131,3925.490196,11776.47059,500500,107634.4086,2022.900763,,1039.215686,3
Brunswick West,h,955000,7/05/2016,5.9,3,1,1,203,110,-37.7834,144.9862,131,6403.940887,11818.18182,433333.3333,371428.5714,7290.076336,,4704.433498,1.845454545
Bulleen,h,1340000,7/05/2016,11.8,2,1,1,0,62,-37.8323,144.9876,131, ,8387.096774,260000,157575.7576,10229.00763,,#DIV/0!,0
Bulleen,h,1225000,7/05/2016,11.8,4,2,3,455,178,-37.8177,144.8839,131,3529.67033,9022.47191,401500,229428.5714,9351.145038,,2692.307692,2.556179775
Burwood,h,2000000,7/05/2016,11.7,2,1,1,355,74,-37.7931,144.8938,131,2098.591549,10067.56757,372500,116406.25,15267.17557,,5633.802817,4.797297297
Carlton North,h,2950000,7/05/2016,3.2,2,1,1,170,101,-37.7508,144.9608,131,5605.882353,9435.643564,476500,122179.4872,22519.08397,,17352.94118,1.683168317
Carlton North,h,2175000,7/05/2016,3.2,2,1,1,150,77,-37.7833,144.9819,131,6720,13090.90909,504000,288000,16603.05344,,14500,1.948051948
Carnegie,h,1600000,7/05/2016,11.4,4,2,2,586,195,-37.866,145.039,131,4095.56314,12307.69231,600000,324324.3243,12213.74046,,2730.375427,3.005128205
Carnegie,u,260000,7/05/2016,11.4,4,1,1,233,204,-37.7776,144.9727,131,7789.699571,8897.058824,453750,403333.3333,1984.732824,,1115.879828,1.142156863
Caulfield North,h,2005000,7/05/2016,8.1,3,2,1,176,135,-37.7921,144.9898,131,7784.090909,10148.14815,456666.6667,402941.1765,15305.34351,,11392.04545,1.303703704
Caulfield South,h,1470000,7/05/2016,9.3,3,2,0,118,150,-37.7976,144.944,131,11737.28814,9233.333333,461666.6667,602173.913,11221.37405,,12457.62712,0.786666667
Coburg North,h,700000,7/05/2016,9.2,5,2,1,573,186,-37.7707,144.9924,131,3795.811518,11693.54839,435000,395454.5455,5343.51145,,1221.640489,3.080645161
Doncaster,h,1868000,7/05/2016,13.9,3,1,1,184,104,-37.7563,144.96,131,4673.913043,8269.230769,286666.6667,165384.6154,14259.54198,,10152.17391,1.769230769
Doncaster,h,1050000,7/05/2016,13.9,2,1,0,106,101,-37.7968,144.9781,131,10584.90566,11108.91089,561000,701250,8015.267176,,9905.660377,1.04950495
Elsternwick,h,1755000,7/05/2016,8.5,3,2,1,273,125,-37.8544,145.0038,131,6633.699634,14488,603666.6667,402444.4444,13396.94656,,6428.571429,2.184
Elsternwick,h,1400000,7/05/2016,8.5,3,2,2,147,134,-37.8448,144.9453,131,11836.73469,12985.07463,580000,527272.7273,10687.0229,,9523.809524,1.097014925
Elwood,u,357000,7/05/2016,7.7,1,1,1,147,82,-37.7643,144.9584,131,5251.70068,9414.634146,772000,148461.5385,2725.19084,,2428.571429,1.792682927
Essendon,h,1130000,7/05/2016,8,3,2,1,280,130,-37.7719,144.9661,131,4321.428571,9307.692308,403333.3333,232692.3077,8625.954198,,4035.714286,2.153846154
Fairfield,h,1220000,7/05/2016,5.8,3,3,1,143,89,-37.8525,144.9881,131,13356.64336,21460.67416,636666.6667,374509.8039,9312.977099,,8531.468531,1.606741573
Fairfield,h,1160000,7/05/2016,5.8,2,1,0,128,92,-37.7996,144.9737,131,8726.5625,12141.30435,558500,620555.5556,8854.961832,,9062.5,1.391304348
Footscray,u,291000,7/05/2016,6.4,2,1,1,286,110,-37.7427,144.952,131,2741.258741,7127.272727,392000,100512.8205,2221.374046,,1017.482517,2.6
Footscray,h,375000,7/05/2016,6.4,2,1,1,245,108,-37.7662,145.0096,131,5248.979592,11907.40741,643000,233818.1818,2862.59542,,1530.612245,2.268518519
Footscray,h,752000,7/05/2016,6.4,3,1,1,350,116,-37.8094,144.8869,131,3271.428571,9870.689655,381666.6667,173484.8485,5740.458015,,2148.571429,3.017241379
Glenroy,h,540000,7/05/2016,13,3,2,1,88,93,-37.8363,144.9628,131,18181.81818,17204.30108,533333.3333,761904.7619,4122.137405,,6136.363636,0.946236559
Gowanbrae,t,468000,7/05/2016,13.6,2,1,1,140,98,-37.7867,144.9342,131,5214.285714,7448.979592,365000,165909.0909,3572.519084,,3342.857143,1.428571429
Hampton,h,1120000,7/05/2016,13.7,5,2,2,566,270,-37.7893,144.933,131,3021.201413,6333.333333,342000,407142.8571,8549.618321,,1978.798587,2.096296296
Hughesdale,t,828000,7/05/2016,13,2,1,0,193,101,-37.7765,144.9751,131,5595.854922,10693.06931,540000,240000,6320.610687,,4290.15544,1.910891089
Keilor East,h,772000,7/05/2016,12.8,3,1,1,113,105,-37.7966,144.9821,131,11061.9469,11904.7619,416666.6667,781250,5893.129771,,6831.858407,1.076190476
Keilor East,h,650000,7/05/2016,12.8,3,2,1,108,125,-37.8363,144.9509,131,11574.07407,10000,416666.6667,595238.0952,4961.832061,,6018.518519,0.864
Kensington,h,1271000,7/05/2016,4.2,3,2,0,204,195,-37.8357,144.9531,131,8088.235294,8461.538462,550000,785714.2857,9702.290076,,6230.392157,1.046153846
Kensington,h,1010000,7/05/2016,4.2,2,1,1,220,219,-37.8068,144.8782,131,3113.636364,3127.853881,342500,87820.51282,7709.923664,,4590.909091,1.00456621
Kensington,t,750000,7/05/2016,4.2,3,1,1,238,131,-37.8461,144.9528,131,8403.361345,15267.17557,666666.6667,606060.6061,5725.19084,,3151.260504,1.816793893
Malvern,h,2025000,7/05/2016,7.4,4,1,0,194,186,-37.7944,144.9542,131,9938.14433,10365.5914,482000,741538.4615,15458.01527,,10438.14433,1.043010753
Malvern East,t,1253000,7/05/2016,11.2,3,2,2,171,118,-37.8166,144.9987,131,7719.298246,11186.44068,440000,507692.3077,9564.885496,,7327.48538,1.449152542
Maribyrnong,t,550000,7/05/2016,8.7,2,1,2,256,107,-37.806,144.9954,131,6390.625,15289.71963,818000,654400,4198.473282,,2148.4375,2.392523364
Maribyrnong,u,420000,7/05/2016,8.7,2,1,1,174,85,-37.7928,144.9987,131,6178.16092,12647.05882,537500,316176.4706,3206.10687,,2413.793103,2.047058824
Maribyrnong,h,399000,7/05/2016,8.7,2,1,2,277,87,-37.7901,144.8883,131,2797.833935,8908.045977,387500,121093.75,3045.801527,,1440.433213,3.183908046
Maribyrnong,h,1105000,7/05/2016,8.7,2,1,1,187,102,-37.7939,144.9572,131,9652.406417,17696.07843,902500,694230.7692,8435.114504,,5909.090909,1.833333333
Melbourne,u,535000,7/05/2016,2.8,4,1,0,254,124,-37.8201,144.9898,131,3740.15748,7661.290323,237500,365384.6154,4083.969466,,2106.299213,2.048387097
Moonee Ponds,h,1445000,7/05/2016,6.9,3,2,0,224,113,-37.8329,144.9529,131,5580.357143,11061.9469,416666.6667,595238.0952,11030.53435,,6450.892857,1.982300885
Newport,h,880000,7/05/2016,8.4,2,1,0,225,94,-37.8421,144.9876,131,6466.666667,15478.7234,727500,440909.0909,6717.557252,,3911.111111,2.393617021
Newport,u,335000,7/05/2016,8.4,5,2,2,644,172,-37.8102,144.8857,131,2818.322981,10552.32558,363000,259285.7143,2557.251908,,520.1863354,3.744186047
Newport,h,1260000,7/05/2016,8.4,2,1,2,238,97,-37.809,144.9976,131,5504.201681,13505.15464,655000,524000,9618.320611,,5294.117647,2.453608247
Newport,h,1400000,7/05/2016,8.4,2,1,0,149,98,-37.8443,144.9481,131,8875.838926,13494.89796,661250,400757.5758,10687.0229,,9395.973154,1.520408163
Niddrie,t,770000,7/05/2016,11.2,2,1,0,141,83,-37.8424,144.9562,131,11081.56028,18825.3012,781250,473484.8485,5877.862595,,5460.992908,1.698795181
Northcote,t,650000,7/05/2016,5.5,3,2,2,284,125,-37.8446,144.8861,131,3683.098592,8368,348666.6667,124523.8095,4961.832061,,2288.732394,2.272
Northcote,h,1700000,7/05/2016,5.5,5,1,2,350,173,-37.8407,144.9424,131,6714.285714,13583.81503,470000,618421.0526,12977.09924,,4857.142857,2.023121387
Oak Park,h,830000,7/05/2016,11.5,3,1,0,216,125,-37.8052,144.8941,131,4074.074074,7040,293333.3333,133333.3333,6335.877863,,3842.592593,1.728
Pascoe Vale,h,738000,7/05/2016,9.9,3,2,1,161,141,-37.8383,144.9499,131,12422.36025,14184.39716,666666.6667,952380.9524,5633.587786,,4583.850932,1.141843972
Pascoe Vale,h,386000,7/05/2016,9.9,3,2,2,221,135,-37.8416,144.9959,131,10339.36652,16925.92593,761666.6667,692424.2424,2946.564885,,1746.606335,1.637037037
Pascoe Vale,u,452000,7/05/2016,9.9,3,3,2,191,175,-37.836,144.9824,131,15706.80628,17142.85714,1000000,909090.9091,3450.381679,,2366.492147,1.091428571
Pascoe Vale,h,522500,7/05/2016,9.9,2,1,0,163,92,-37.8778,144.9904,131,7423.312883,13152.17391,605000,157142.8571,3988.549618,,3205.521472,1.77173913
Pascoe Vale,h,601500,7/05/2016,9.9,2,1,0,130,80,-37.7953,144.9882,131,6576.923077,10687.5,427500,534375,4591.603053,,4626.923077,1.625
Port Melbourne,u,1100000,7/05/2016,3.8,2,1,0,0,105,-37.8006,144.9814,131, ,13904.7619,730000,912500,8396.946565,,#DIV/0!,0
Port Melbourne,h,1421000,7/05/2016,3.8,4,2,2,507,202,-37.8616,144.9807,131,3747.534517,9405.940594,475000,311475.4098,10847.32824,,2802.761341,2.50990099
Port Melbourne,h,1275000,7/05/2016,3.8,5,2,2,555,266,-37.7767,144.9645,131,4504.504505,9398.496241,500000,480769.2308,9732.824427,,2297.297297,2.086466165
Port Melbourne,h,1000000,7/05/2016,3.8,2,1,1,197,101,-37.7918,144.9264,131,5862.944162,11435.64356,577500,275000,7633.587786,,5076.142132,1.95049505
Prahran,h,1182500,7/05/2016,4.5,5,3,3,580,320,-37.8653,145.0304,131,7310.344828,13250,848000,572972.973,9026.717557,,2038.793103,1.8125
Prahran,h,1303000,7/05/2016,4.5,2,1,0,70,102,-37.7931,144.9565,131,18071.42857,12401.96078,632500,486538.4615,9946.564885,,18614.28571,0.68627451
Reservoir,h,365000,7/05/2016,11.2,3,1,1,418,152,-37.8831,145.0153,131,3839.712919,10559.21053,535000,188823.5294,2786.259542,,873.2057416,2.75
Reservoir,u,405000,7/05/2016,11.2,4,3,2,286,275,-37.7999,144.9755,131,14024.47552,14585.45455,1002750,2506875,3091.603053,,1416.083916,1.04
Reservoir,t,620500,7/05/2016,11.2,3,2,0,127,135,-37.7851,144.9809,131,10236.22047,9629.62963,433333.3333,371428.5714,4736.641221,,4885.826772,0.940740741
Reservoir,h,260000,7/05/2016,11.2,4,1,2,400,117,-37.7346,145.0164,131,2175,7435.897436,217500,98863.63636,1984.732824,,650,3.418803419
Reservoir,h,625000,7/05/2016,11.2,3,2,0,141,163,-37.8333,144.9576,131,14716.31206,12730.06135,691666.6667,988095.2381,4770.992366,,4432.624113,0.865030675
Richmond,h,1506000,7/05/2016,2.6,3,1,1,326,100,-37.8283,144.9946,131,3987.730061,13000,433333.3333,520000,11496.18321,,4619.631902,3.26
Richmond,h,1350000,7/05/2016,2.6,4,3,1,365,209,-37.7624,144.9671,131,4109.589041,7177.033493,375000,288461.5385,10305.34351,,3698.630137,1.746411483
Richmond,u,405000,7/05/2016,2.6,3,2,0,497,156,-37.7958,144.9024,131,2740.442656,8730.769231,454000,212812.5,3091.603053,,814.889336,3.185897436
South Melbourne,h,2260000,7/05/2016,2.1,3,1,0,171,167,-37.8385,144.9409,131,5760.233918,5898.203593,328333.3333,259210.5263,17251.9084,,13216.37427,1.023952096
South Melbourne,h,1595000,7/05/2016,2.1,3,1,0,137,98,-37.8078,144.8972,131,7080.291971,9897.959184,323333.3333,146969.697,12175.57252,,11642.33577,1.397959184
South Yarra,u,623500,7/05/2016,3.3,4,2,0,163,153,-37.8355,144.951,131,9938.650307,10588.23529,405000,771428.5714,4759.541985,,3825.153374,1.065359477
South Yarra,u,409000,7/05/2016,3.3,2,1,1,138,82,-37.82,144.891,131,5579.710145,9390.243902,385000,110000,3122.137405,,2963.768116,1.682926829
Southbank,u,990000,7/05/2016,1.2,4,1,1,300,185,-37.7766,144.9143,131,2966.666667,4810.810811,222500,150847.4576,7557.251908,,3300,1.621621622
Southbank,u,623000,7/05/2016,1.2,3,1,0,331,126,-37.7619,144.959,131,3693.353474,9702.380952,407500,235096.1538,4755.725191,,1882.175227,2.626984127
Southbank,u,592500,7/05/2016,1.2,2,1,0,164,99,-37.7912,144.9967,131,7865.853659,13030.30303,645000,379411.7647,4522.900763,,3612.804878,1.656565657
Spotswood,h,832500,7/05/2016,7.7,2,1,0,225,97,-37.7639,144.9093,131,4200,9742.268041,472500,136956.5217,6354.961832,,3700,2.319587629
St Kilda,u,400000,7/05/2016,6.1,3,1,2,452,129,-37.7307,145.0094,131,3650.442478,12790.69767,550000,187500,3053.435115,,884.9557522,3.503875969
Strathmore,h,1265000,7/05/2016,9.7,3,2,2,339,159,-37.872,144.9909,131,4985.250737,10628.93082,563333.3333,256060.6061,9656.48855,,3731.563422,2.132075472
Strathmore,h,1025000,7/05/2016,9.7,4,2,1,300,185,-37.8638,145.0298,131,6550,10621.62162,491250,265540.5405,7824.427481,,3416.666667,1.621621622
Strathmore,h,1430000,7/05/2016,9.7,3,1,0,182,102,-37.8289,145.0089,131,7884.615385,14068.62745,478333.3333,410000,10916.03053,,7857.142857,1.784313725
Sunshine,h,657500,7/05/2016,12.6,4,1,0,152,139,-37.7966,144.9709,131,10631.57895,11625.89928,404000,897777.7778,5019.083969,,4325.657895,1.09352518
Sunshine,h,1030000,7/05/2016,12.6,3,2,0,211,198,-37.8481,144.9499,131,13507.109,14393.93939,950000,863636.3636,7862.59542,,4881.516588,1.065656566
Sunshine North,h,560000,7/05/2016,13.3,3,2,0,128,133,-37.8452,144.9488,131,14453.125,13909.77444,616666.6667,560606.0606,4274.80916,,4375,0.962406015
Sunshine West,h,581000,7/05/2016,13.5,4,3,0,122,130,-37.7893,144.9696,131,11680.32787,10961.53846,356250,445312.5,4435.114504,,4762.295082,0.938461538
Templestowe Lower,h,1500000,7/05/2016,13.8,3,1,1,233,180,-37.7549,144.9611,131,5879.828326,7611.111111,456666.6667,175641.0256,11450.38168,,6437.76824,1.294444444
Thornbury,h,940000,7/05/2016,6.5,5,3,3,618,260,-37.8157,145.0073,131,5177.993528,12307.69231,640000,1230769.231,7175.572519,,1521.035599,2.376923077
Toorak,u,349000,7/05/2016,4.6,4,3,0,338,196,-37.8633,144.8963,131,8609.467456,14846.93878,727500,363750,2664.122137,,1032.544379,1.724489796
West Melbourne,u,550000,7/05/2016,1.9,3,2,0,147,146,-37.8473,144.9551,131,20476.19048,20616.43836,1003333.333,912121.2121,4198.473282,,3741.496599,1.006849315
West Melbourne,u,660000,7/05/2016,1.9,2,1,0,156,107,-37.7892,144.9999,131,9294.871795,13551.40187,725000,426470.5882,5038.167939,,4230.769231,1.457943925
Williamstown,h,1460000,7/05/2016,8,2,1,0,136,92,-37.7819,144.9824,131,9485.294118,14021.73913,645000,368571.4286,11145.03817,,10735.29412,1.47826087
Williamstown,u,310000,7/05/2016,8,5,3,1,386,218,-37.8078,144.8846,131,3303.108808,5848.623853,255000,193181.8182,2366.412214,,803.1088083,1.770642202
Windsor,u,800000,7/05/2016,5.1,2,1,1,0,96,-37.788,144.9306,131, ,6281.25,301500,137045.4545,6106.870229,,#DIV/0!,0
Windsor,u,275000,7/05/2016,5.1,2,1,0,267,99.5,-37.7961,144.89,131,3314.606742,8894.472362,442500,138281.25,2099.236641,,1029.962547,2.683417085
Yarraville,h,1320000,7/05/2016,7,4,2,0,607,201,-37.8128,144.8905,131,3352.553542,10124.37811,508750,290714.2857,10076.33588,,2174.629325,3.019900498
Aberfeldie,u,470000,7/05/2016,9.1,2,1,0,148,75,-37.7731,144.9568,131,5972.972973,11786.66667,442000,170000,3587.78626,,3175.675676,1.973333333
Brunswick East,h,1625000,7/05/2016,4.5,2,1,0,209,75,-37.7846,144.9347,131,5071.770335,14133.33333,530000,240909.0909,12404.58015,,7775.119617,2.786666667
Brunswick East,t,899000,7/05/2016,4.5,3,1,0,143,136,-37.7868,144.9336,131,6412.587413,6742.647059,305666.6667,208409.0909,6862.59542,,6286.713287,1.051470588
Carlton,h,1590000,7/05/2016,1.8,4,2,3,580,222,-37.8477,144.8903,131,4029.310345,10527.02703,584250,278214.2857,12137.40458,,2741.37931,2.612612613
Carlton,u,610250,7/05/2016,1.8,2,1,0,129,128,-37.8099,145.0027,131,8139.534884,8203.125,525000,420000,4658.396947,,4730.620155,1.0078125
Carlton,h,720000,7/05/2016,1.8,3,2,1,148,146,-37.8496,144.963,131,15202.7027,15410.9589,750000,548780.4878,5496.183206,,4864.864865,1.01369863
Kingsville,h,677500,7/05/2016,7.8,2,1,0,89,65,-37.9394,145.089,131,10561.79775,14461.53846,470000,408695.6522,5171.755725,,7612.359551,1.369230769
Murrumbeena,u,975000,7/05/2016,12.1,2,1,0,137,67,-37.7738,144.9733,131,7408.759124,15149.25373,507500,225555.5556,7442.748092,,7116.788321,2.044776119
Murrumbeena,h,1060000,7/05/2016,12.1,2,1,0,158,95,-37.7925,144.9995,131,7911.392405,13157.89474,625000,367647.0588,8091.603053,,6708.860759,1.663157895
Murrumbeena,u,680000,7/05/2016,12.1,2,1,1,455,98,-37.8636,144.9749,131,2367.032967,10989.79592,538500,176557.377,5190.839695,,1494.505495,4.642857143
West Footscray,u,520000,7/05/2016,8.2,2,1,2,194,112,-37.8658,144.9795,131,7422.680412,12857.14286,720000,236065.5738,3969.465649,,2680.412371,1.732142857
Oakleigh,u,400000,7/05/2016,14,3,1,1,163,85,-37.8473,144.955,131,13190.18405,25294.11765,716666.6667,651515.1515,3053.435115,,2453.98773,1.917647059
Ripponlea,u,605000,7/05/2016,7.4,3,2,1,180,120,-37.7961,144.9538,131,15500,23250,930000,1073076.923,4618.320611,,3361.111111,1.5
Altona,h,635000,14/05/2016,13.8,3,1,1,149,109,-37.84587,144.94828,131,10100.67114,13807.33945,501666.6667,501666.6667,4847.328244,,4261.744966,1.366972477
Altona North,h,675000,14/05/2016,11.1,2,1,1,245,106,-37.77111,144.96427,131,3510.204082,8113.207547,430000,165384.6154,5152.671756,,2755.102041,2.311320755
Ascot Vale,h,1340000,14/05/2016,5.9,2,1,0,139,78,-37.79812,144.98873,131,6474.820144,11538.46154,450000,450000,10229.00763,,9640.28777,1.782051282
Ascot Vale,h,955000,14/05/2016,5.9,2,1,0,135,87,-37.82241,145.00235,131,9933.333333,15413.7931,670500,558750,7290.076336,,7074.074074,1.551724138
Ashwood,u,690000,14/05/2016,12.2,3,2,1,165,148.5,-37.84152,144.95027,131,15151.51515,16835.01684,833333.3333,833333.3333,5267.175573,,4181.818182,1.111111111
Bentleigh East,t,805000,14/05/2016,13.9,3,2,0,251,108,-37.77588,144.95736,131,5717.131474,13287.03704,478333.3333,275961.5385,6145.038168,,3207.171315,2.324074074
Bentleigh East,h,1100000,14/05/2016,13.9,2,1,2,173,79,-37.77524,144.97529,131,6387.283237,13987.34177,552500,276250,8396.946565,,6358.381503,2.189873418
Brighton,h,2730000,14/05/2016,11.2,3,1,0,207,128,-37.85356,144.96415,131,9710.144928,15703.125,670000,670000,20839.69466,,13188.4058,1.6171875
Brighton,u,900000,14/05/2016,11.2,2,2,1,187,133,-37.83554,144.97956,131,11818.18182,16616.54135,1105000,818518.5185,6870.229008,,4812.834225,1.406015038
Brighton,t,1962000,14/05/2016,11.2,3,1,0,118,177,-37.81351,144.98804,131,15889.83051,10593.22034,625000,1442307.692,14977.09924,,16627.11864,0.666666667
Brunswick,h,976000,14/05/2016,5.2,2,1,0,147,95,-37.79067,144.92844,131,7823.129252,12105.26316,575000,338235.2941,7450.381679,,6639.455782,1.547368421
Brunswick,t,641000,14/05/2016,5.2,4,2,2,291,263.5,-37.84961,145.00248,131,7903.780069,8728.652751,575000,500000,4893.129771,,2202.749141,1.104364326
Brunswick West,h,1245000,14/05/2016,5.9,2,1,1,110,72,-37.82324,145.01331,131,11590.90909,17708.33333,637500,531250,9503.816794,,11318.18182,1.527777778
Bulleen,h,1320000,14/05/2016,11.8,3,1,0,186,101,-37.76227,144.95649,131,6473.11828,11920.79208,401333.3333,231538.4615,10076.33588,,7096.774194,1.841584158
Burwood,h,633000,14/05/2016,11.7,4,2,2,236,194,-37.76549,144.96366,131,6419.491525,7809.278351,378750,291346.1538,4832.061069,,2682.20339,1.216494845
Carnegie,h,1501000,14/05/2016,11.4,3,2,1,161,190,-37.77289,144.97503,131,8260.869565,7000,443333.3333,332500,11458.01527,,9322.981366,0.847368421
Carnegie,t,970000,14/05/2016,11.4,3,2,0,186,137,-37.79557,144.99158,131,6973.11828,9467.153285,432333.3333,648500,7404.580153,,5215.053763,1.357664234
Caulfield South,h,1774500,14/05/2016,9.3,4,2,2,388,151,-37.7685,144.91103,131,3672.680412,9437.086093,356250,229838.7097,13545.80153,,4573.453608,2.569536424
Coburg,h,763000,14/05/2016,7.8,2,1,0,0,94,-37.79589,144.98863,131, ,11489.3617,540000,540000,5824.427481,,#DIV/0!,0
Collingwood,t,897500,14/05/2016,1.6,2,1,1,126,65,-37.80473,144.89095,131,7500,14538.46154,472500,185294.1176,6851.145038,,7123.015873,1.938461538
Collingwood,h,1265000,14/05/2016,1.6,3,1,0,179,115,-37.86558,144.90474,131,5865.921788,9130.434783,350000,154411.7647,9656.48855,,7067.039106,1.556521739
Doncaster,h,1140000,14/05/2016,13.9,2,1,,158,112,-37.79212,144.97409,131,9746.835443,13750,770000,440000,8702.290076,,7215.189873,1.410714286
Essendon,u,460000,14/05/2016,8,2,1,,146,104,-37.79346,144.99642,131,8972.60274,12596.15385,655000,363888.8889,3511.450382,,3150.684932,1.403846154
Essendon,t,1000000,14/05/2016,8,3,2,1,346,180,-37.88319,145.01142,131,6083.815029,11694.44444,701666.6667,292361.1111,7633.587786,,2890.17341,1.922222222
Fitzroy North,h,1950000,14/05/2016,3.5,2,1,0,176,80,-37.78852,144.97872,131,7869.318182,17312.5,692500,384722.2222,14885.49618,,11079.54545,2.2
Fitzroy North,h,3400000,14/05/2016,3.5,2,1,1,164,93,-37.77796,144.98374,131,8536.585366,15053.76344,700000,388888.8889,25954.19847,,20731.70732,1.76344086
Fitzroy North,h,1785000,14/05/2016,3.5,4,3,1,248,173,-37.7833,144.98521,131,7540.322581,10809.24855,467500,519444.4444,13625.9542,,7197.580645,1.433526012
