Suburb,,,Type,Price,,,Distance,,Bedroom,,,Landsize,BuildingArea,YearBuilt,CouncilArea,Lattitude,Longtitude,Regionname,Propertycount,Buildingage,Pricepermeterland,Pricepermeterbuilding,Priceperbedroom,Priceperdistance,,Uppercase
Altona,,,u,577000,,,13.8,,3,,,205,113,2007,Hobsons Bay City Council,-37.8684,144.815,Western Metropolitan,5301,14,2814.634146,5106.19469,192333.3333,41811.5942,,ALTONA
Ascot Vale,,,h,1130000,,,5.9,,3,,,272,157,1900,Moonee Valley City Council,-37.7774,144.928,Western Metropolitan,6567,121,4154.411765,7197.452229,376666.6667,191525.4237,,ASCOT VALE
Box Hill,,,h,1170000,,,13.1,,3,,,755,95,1920,Whitehorse City Council,-37.8264,145.1248,Eastern Metropolitan,4605,101,1549.668874,12315.78947,390000,89312.9771,,BOX HILL
Brunswick,,,h,705000,,,5.2,,2,,,161,68,1910,Moreland City Council,-37.7646,144.9586,Northern Metropolitan,11918,111,4378.881988,10367.64706,352500,135576.9231,,BRUNSWICK
Carnegie,,,t,1100000,,,11.4,,4,,,305,,1996,Glen Eira City Council,-37.8978,145.0506,Southern Metropolitan,7822,25,3606.557377, ,275000,96491.22807,,CARNEGIE
Carnegie,,,h,1125000,,,11.4,,3,,,604,120,1925,Glen Eira City Council,-37.8993,145.0528,Southern Metropolitan,7822,96,1862.582781,9375,375000,98684.21053,,CARNEGIE
Coburg,,,h,680000,,,7.8,,2,,,462,72,1920,Darebin City Council,-37.7448,144.9478,Northern Metropolitan,11204,101,1471.861472,9444.444444,340000,87179.48718,,COBURG
Coburg,,,h,825000,,,7.8,,3,,,577,131,1920,Darebin City Council,-37.7459,144.9773,Northern Metropolitan,11204,101,1429.809359,6297.709924,275000,105769.2308,,COBURG
Coburg,,,h,725000,,,7.8,,3,,,238,131,1900,Darebin City Council,-37.7539,144.9612,Northern Metropolitan,11204,121,3046.218487,5534.351145,241666.6667,92948.71795,,COBURG
Coburg,,,h,1250000,,,7.8,,4,,,515,249,1900,Darebin City Council,-37.7537,144.9766,Northern Metropolitan,11204,121,2427.184466,5020.080321,312500,160256.4103,,COBURG
Doncaster,,,h,1391000,,,13.9,,3,,,764,175,1965,Manningham City Council,-37.7934,145.1207,Eastern Metropolitan,9028,56,1820.680628,7948.571429,463666.6667,100071.9424,,DONCASTER
Doncaster,,,u,452000,,,13.9,,2,,,67,68,1975,Manningham City Council,-37.7887,145.1436,Eastern Metropolitan,9028,46,6746.268657,6647.058824,226000,32517.98561,,DONCASTER
Elsternwick,,,h,895000,,,8.5,,2,,,147,81,1915,Glen Eira City Council,-37.8849,144.9993,Southern Metropolitan,4898,106,6088.435374,11049.38272,447500,105294.1176,,ELSTERNWICK
Essendon,,,u,736000,,,8,,2,,,0,106,1940,Moonee Valley City Council,-37.7412,144.8974,Western Metropolitan,9264,81, ,6943.396226,368000,92000,,ESSENDON
Fairfield,,,h,1065000,,,5.8,,3,,,630,,1930,Darebin City Council,-37.7713,145.0196,Northern Metropolitan,2970,91,1690.47619, ,355000,183620.6897,,FAIRFIELD
Fitzroy North,,,h,937500,,,3.5,,2,,,100,72,1890,Moreland City Council,-37.788,144.9791,Northern Metropolitan,6244,131,9375,13020.83333,468750,267857.1429,,FITZROY NORTH
Flemington,,,h,991000,,,4.4,,3,,,402,,1915,Melbourne City Council,-37.7867,144.9249,Northern Metropolitan,3593,106,2465.174129, ,330333.3333,225227.2727,,FLEMINGTON
Glenroy,,,h,600000,,,13,,4,,,586,159,1968,Moreland City Council,-37.6975,144.9065,Northern Metropolitan,8870,53,1023.890785,3773.584906,150000,46153.84615,,GLENROY
Gowanbrae,,,h,390000,,,13.6,,3,,,158,136,2005,Moreland City Council,-37.7091,144.8958,Western Metropolitan,1071,16,2468.35443,2867.647059,130000,28676.47059,,GOWANBRAE
Hampton,,,h,2200000,,,13.7,,4,,,583,305,2000,Bayside City Council,-37.9336,144.9999,Southern Metropolitan,5454,21,3773.584906,7213.114754,550000,160583.9416,,HAMPTON
Keilor East,,,h,825000,,,12.8,,3,,,630,126,2017,Brimbank City Council,-37.7378,144.8705,Western Metropolitan,5629,4,1309.52381,6547.619048,275000,64453.125,,KEILOR EAST
Kensington,,,u,460000,,,4.2,,2,,,0,84,2010,Melbourne City Council,-37.7948,144.9314,Northern Metropolitan,5263,11, ,5476.190476,230000,109523.8095,,KENSINGTON
Kensington,,,u,395000,,,4.2,,2,,,0,80,2002,Melbourne City Council,-37.7899,144.9231,Northern Metropolitan,5263,19, ,4937.5,197500,94047.61905,,KENSINGTON
Malvern East,,,u,300000,,,11.2,,1,,,0,42,2013,Stonnington City Council,-37.8764,145.0463,Southern Metropolitan,8801,8, ,7142.857143,300000,26785.71429,,MALVERN EAST
Maribyrnong,,,h,1048700,,,8.7,,3,,,452,245,1999,Maribyrnong City Council,-37.774,144.877,Western Metropolitan,4918,22,2320.132743,4280.408163,349566.6667,120540.2299,,MARIBYRNONG
Middle Park,,,h,1025000,,,4.1,,2,,,123,73,1910,Port Phillip City Council,-37.8551,144.968,Southern Metropolitan,2019,111,8333.333333,14041.09589,512500,250000,,MIDDLE PARK
Moonee Ponds,,,h,1250000,,,6.9,,3,,,283,222,2002,Moonee Valley City Council,-37.7638,144.9175,Western Metropolitan,6232,19,4416.961131,5630.630631,416666.6667,181159.4203,,MOONEE PONDS
Moonee Ponds,,,t,870000,,,6.9,,3,,,156,152,2000,Moonee Valley City Council,-37.7631,144.9357,Western Metropolitan,6232,21,5576.923077,5723.684211,290000,126086.9565,,MOONEE PONDS
Newport,,,h,805000,,,8.4,,3,,,322,104,1930,Hobsons Bay City Council,-37.8422,144.8784,Western Metropolitan,5498,91,2500,7740.384615,268333.3333,95833.33333,,NEWPORT
Newport,,,h,680000,,,8.4,,2,,,229,101,2000,Hobsons Bay City Council,-37.8368,144.8768,Western Metropolitan,5498,21,2969.432314,6732.673267,340000,80952.38095,,NEWPORT
Northcote,,,h,1225000,,,5.5,,3,,,307,135,1910,Darebin City Council,-37.764,144.9976,Northern Metropolitan,11364,111,3990.228013,9074.074074,408333.3333,222727.2727,,NORTHCOTE
Pascoe Vale,,,t,410000,,,9.9,,2,,,105,88,2014,Moreland City Council,-37.7233,144.9507,Northern Metropolitan,7485,7,3904.761905,4659.090909,205000,41414.14141,,PASCOE VALE
Pascoe Vale,,,h,600000,,,9.9,,3,,,557,111,1955,Moreland City Council,-37.7156,144.943,Northern Metropolitan,7485,66,1077.199282,5405.405405,200000,60606.06061,,PASCOE VALE
Prahran,,,h,1180000,,,4.5,,2,,,214,215,1900,Stonnington City Council,-37.8577,145.0053,Southern Metropolitan,7717,121,5514.018692,5488.372093,590000,262222.2222,,PRAHRAN
Prahran,,,u,510000,,,4.5,,2,,,0,,1999,Stonnington City Council,-37.8513,144.9943,Southern Metropolitan,7717,22, , ,255000,113333.3333,,PRAHRAN
Reservoir,,,u,525000,,,11.2,,3,,,284,,2014,Darebin City Council,-37.705,145.0152,Northern Metropolitan,21650,7,1848.591549, ,175000,46875,,RESERVOIR
Richmond,,,h,1650000,,,2.6,,3,,,312,141,1920,Yarra City Council,-37.8217,145.007,Northern Metropolitan,14949,101,5288.461538,11702.12766,550000,634615.3846,,RICHMOND
Seddon,,,h,970000,,,6.6,,2,,,149,127,1920,Maribyrnong City Council,-37.8047,144.8948,Western Metropolitan,2417,101,6510.067114,7637.795276,485000,146969.697,,SEDDON
South Melbourne,,,u,480000,,,2.1,,1,,,0,,2004,Port Phillip City Council,-37.8369,144.968,Southern Metropolitan,5943,17, , ,480000,228571.4286,,SOUTH MELBOURNE
South Yarra,,,u,310000,,,3.3,,1,,,0,37,1970,Melbourne City Council,-37.8319,144.9876,Southern Metropolitan,14887,51, ,8378.378378,310000,93939.39394,,SOUTH YARRA
Southbank,,,u,690000,,,1.2,,2,,,0,,2013,Melbourne City Council,-37.8295,144.9692,Southern Metropolitan,8400,8, , ,345000,575000,,SOUTHBANK
St Kilda,,,u,535000,,,6.1,,2,,,0,70,1930,Port Phillip City Council,-37.8614,144.9793,Southern Metropolitan,13240,91, ,7642.857143,267500,87704.91803,,ST KILDA
Toorak,,,h,4200000,,,4.6,,4,,,565,331,2005,Stonnington City Council,-37.8448,145.0123,Southern Metropolitan,7217,16,7433.628319,12688.82175,1050000,913043.4783,,TOORAK
Yarraville,,,h,1158000,,,7,,4,,,411,96,1910,Maribyrnong City Council,-37.8117,144.8873,Western Metropolitan,6543,111,2817.518248,12062.5,289500,165428.5714,,YARRAVILLE
Brunswick East,,,h,998000,,,4.5,,3,,,104,118,2000,Moreland City Council,-37.7723,144.9761,Northern Metropolitan,5533,21,9596.153846,8457.627119,332666.6667,221777.7778,,BRUNSWICK EAST
Brunswick East,,,t,1010000,,,4.5,,3,,,0,133,2014,Moreland City Council,-37.774,144.9731,Northern Metropolitan,5533,7, ,7593.984962,336666.6667,224444.4444,,BRUNSWICK EAST
Murrumbeena,,,t,720000,,,12.1,,2,,,1318,,2008,Glen Eira City Council,-37.8969,145.0654,Southern Metropolitan,4442,13,546.2822458, ,360000,59504.13223,,MURRUMBEENA
Ormond,,,u,940000,,,11.8,,3,,,382,137,1998,Glen Eira City Council,-37.9061,145.0478,Southern Metropolitan,3578,23,2460.732984,6861.313869,313333.3333,79661.01695,,ORMOND
Abbotsford,,,h,1876000,,,2.5,,4,,,245,210,1910,Yarra City Council,-37.8024,144.9993,Northern Metropolitan,4019,111,7657.142857,8933.333333,469000,750400,,ABBOTSFORD
Airport West,,,h,725000,,,13.5,,6,,,976,186,1980,Moonee Valley City Council,-37.7239,144.8735,Western Metropolitan,3464,41,742.8278689,3897.849462,120833.3333,53703.7037,,AIRPORT WEST
Airport West,,,t,450000,,,13.5,,2,,,110,90,2015,Moonee Valley City Council,-37.7216,144.871,Western Metropolitan,3464,6,4090.909091,5000,225000,33333.33333,,AIRPORT WEST
Albert Park,,,h,2300000,,,3.3,,4,,,153,180,1880,Port Phillip City Council,-37.8447,144.9523,Southern Metropolitan,3280,141,15032.67974,12777.77778,575000,696969.697,,ALBERT PARK
Altona,,,h,660000,,,13.8,,3,,,602,123,1955,Hobsons Bay City Council,-37.8616,144.8116,Western Metropolitan,5301,66,1096.345515,5365.853659,220000,47826.08696,,ALTONA
Altona North,,,h,588000,,,11.1,,3,,,328,118,1970,Hobsons Bay City Council,-37.838,144.8555,Western Metropolitan,5132,51,1792.682927,4983.050847,196000,52972.97297,,ALTONA NORTH
Armadale,,,u,735000,,,6.3,,3,,,2113,14,1970,Stonnington City Council,-37.8543,145.0262,Southern Metropolitan,4836,51,347.8466635,52500,245000,116666.6667,,ARMADALE
Ascot Vale,,,h,970000,,,5.9,,3,,,350,125,1904,Moonee Valley City Council,-37.7759,144.91,Western Metropolitan,6567,117,2771.428571,7760,323333.3333,164406.7797,,ASCOT VALE
Ascot Vale,,,h,751000,,,5.9,,2,,,118,79,1890,Moonee Valley City Council,-37.7807,144.9288,Western Metropolitan,6567,131,6364.40678,9506.329114,375500,127288.1356,,ASCOT VALE
Ascot Vale,,,h,950000,,,5.9,,2,,,173,102,1900,Moonee Valley City Council,-37.7731,144.9206,Western Metropolitan,6567,121,5491.32948,9313.72549,475000,161016.9492,,ASCOT VALE
Bentleigh,,,h,1500000,,,13,,3,,,565,222,1940,Glen Eira City Council,-37.9134,145.0263,Southern Metropolitan,6795,81,2654.867257,6756.756757,500000,115384.6154,,BENTLEIGH
Bentleigh East,,,h,1215000,,,13.9,,3,,,730,110,1970,Glen Eira City Council,-37.9119,145.0705,Southern Metropolitan,10969,51,1664.383562,11045.45455,405000,87410.07194,,BENTLEIGH EAST
Bentleigh East,,,h,1200000,,,13.9,,4,,,619,191,1960,Glen Eira City Council,-37.9358,145.0688,Southern Metropolitan,10969,61,1938.610662,6282.722513,300000,86330.93525,,BENTLEIGH EAST
Bentleigh East,,,h,1050000,,,13.9,,3,,,627,140,1950,Glen Eira City Council,-37.9284,145.0668,Southern Metropolitan,10969,71,1674.641148,7500,350000,75539.56835,,BENTLEIGH EAST
Bentleigh East,,,h,950000,,,13.9,,5,,,618,146,1950,Glen Eira City Council,-37.9209,145.0757,Southern Metropolitan,10969,71,1537.216828,6506.849315,190000,68345.32374,,BENTLEIGH EAST
Bentleigh East,,,u,380000,,,13.9,,3,,,0,78,1970,Glen Eira City Council,-37.9212,145.0674,Southern Metropolitan,10969,51, ,4871.794872,126666.6667,27338.1295,,BENTLEIGH EAST
Bentleigh East,,,h,1338000,,,13.9,,3,,,610,177,1970,Glen Eira City Council,-37.9231,145.066,Southern Metropolitan,10969,51,2193.442623,7559.322034,446000,96258.99281,,BENTLEIGH EAST
Bentleigh East,,,u,651000,,,13.9,,2,,,265,150,1960,Glen Eira City Council,-37.9223,145.0747,Southern Metropolitan,10969,61,2456.603774,4340,325500,46834.53237,,BENTLEIGH EAST
Bentleigh East,,,h,920000,,,13.9,,3,,,583,,1955,Glen Eira City Council,-37.9272,145.0804,Southern Metropolitan,10969,66,1578.044597, ,306666.6667,66187.05036,,BENTLEIGH EAST
Bentleigh East,,,h,1390000,,,13.9,,4,,,590,118,1960,Glen Eira City Council,-37.9256,145.0757,Southern Metropolitan,10969,61,2355.932203,11779.66102,347500,100000,,BENTLEIGH EAST
Brighton,,,h,2750000,,,11.2,,4,,,509,341,2005,Bayside City Council,-37.9118,144.9984,Southern Metropolitan,10579,16,5402.750491,8064.516129,687500,245535.7143,,BRIGHTON
Brighton,,,u,892500,,,11.2,,2,,,232,92,1970,Bayside City Council,-37.9157,144.9973,Southern Metropolitan,10579,51,3846.982759,9701.086957,446250,79687.5,,BRIGHTON
Brighton,,,h,2145000,,,11.2,,3,,,550,197,1910,Bayside City Council,-37.8954,145.0017,Southern Metropolitan,10579,111,3900,10888.32487,715000,191517.8571,,BRIGHTON
Brighton,,,h,3171000,,,11.2,,4,,,710,340,2000,Bayside City Council,-37.9241,145.0008,Southern Metropolitan,10579,21,4466.197183,9326.470588,792750,283125,,BRIGHTON
Brighton East,,,h,1400000,,,10.7,,3,,,613,182,1950,Bayside City Council,-37.9177,145.0143,Southern Metropolitan,6938,71,2283.849918,7692.307692,466666.6667,130841.1215,,BRIGHTON EAST
Brighton East,,,h,1600000,,,10.7,,5,,,616,245,1945,Bayside City Council,-37.9084,145.0221,Southern Metropolitan,6938,76,2597.402597,6530.612245,320000,149532.7103,,BRIGHTON EAST
Brighton East,,,h,1780000,,,10.7,,4,,,635,119,1935,Bayside City Council,-37.9205,145.0102,Southern Metropolitan,6938,86,2803.149606,14957.98319,445000,166355.1402,,BRIGHTON EAST
Brighton East,,,h,1200000,,,10.7,,5,,,775,270,1920,Bayside City Council,-37.932,145.0284,Southern Metropolitan,6938,101,1548.387097,4444.444444,240000,112149.5327,,BRIGHTON EAST
Brunswick,,,h,1310000,,,5.2,,3,,,426,,1880,Moreland City Council,-37.7759,144.9578,Northern Metropolitan,11918,141,3075.117371, ,436666.6667,251923.0769,,BRUNSWICK
Brunswick,,,h,845500,,,5.2,,2,,,179,90,1890,Moreland City Council,-37.7742,144.9542,Northern Metropolitan,11918,131,4723.463687,9394.444444,422750,162596.1538,,BRUNSWICK
Brunswick,,,h,860000,,,5.2,,2,,,181,,1910,Moreland City Council,-37.7742,144.9541,Northern Metropolitan,11918,111,4751.381215, ,430000,165384.6154,,BRUNSWICK
Brunswick,,,t,605000,,,5.2,,2,,,0,78,2009,Moreland City Council,-37.7588,144.9646,Northern Metropolitan,11918,12, ,7756.410256,302500,116346.1538,,BRUNSWICK
Brunswick,,,h,1055000,,,5.2,,3,,,324,,1930,Moreland City Council,-37.7653,144.9586,Northern Metropolitan,11918,91,3256.17284, ,351666.6667,202884.6154,,BRUNSWICK
Brunswick,,,u,445000,,,5.2,,2,,,0,61,1975,Moreland City Council,-37.7643,144.9638,Northern Metropolitan,11918,46, ,7295.081967,222500,85576.92308,,BRUNSWICK
Brunswick West,,,u,265000,,,5.9,,1,,,0,42,2000,Moreland City Council,-37.7586,144.9452,Northern Metropolitan,7082,21, ,6309.52381,265000,44915.25424,,BRUNSWICK WEST
Brunswick West,,,h,955000,,,5.9,,3,,,220,93,1930,Moreland City Council,-37.7659,144.9494,Northern Metropolitan,7082,91,4340.909091,10268.8172,318333.3333,161864.4068,,BRUNSWICK WEST
Bulleen,,,h,1340000,,,11.8,,2,,,775,,1965,Manningham City Council,-37.779,145.101,Eastern Metropolitan,4480,56,1729.032258, ,670000,113559.322,,BULLEEN
Bulleen,,,h,1225000,,,11.8,,4,,,723,159,1970,Manningham City Council,-37.7724,145.1033,Eastern Metropolitan,4480,51,1694.329184,7704.402516,306250,103813.5593,,BULLEEN
Burwood,,,h,2000000,,,11.7,,4,,,928,229,1996,Monash City Council,-37.842,145.102,Southern Metropolitan,5678,25,2155.172414,8733.624454,500000,170940.1709,,BURWOOD
Carlton North,,,h,2950000,,,3.2,,3,,,499,164,1910,Melbourne City Council,-37.7811,144.9715,Northern Metropolitan,3106,111,5911.823647,17987.80488,983333.3333,921875,,CARLTON NORTH
Carlton North,,,h,2175000,,,3.2,,3,,,418,163,1920,Melbourne City Council,-37.7808,144.9736,Northern Metropolitan,3106,101,5203.349282,13343.55828,725000,679687.5,,CARLTON NORTH
Carnegie,,,h,1600000,,,11.4,,4,,,751,40,1923,Glen Eira City Council,-37.8945,145.0648,Southern Metropolitan,7822,98,2130.492676,40000,400000,140350.8772,,CARNEGIE
Carnegie,,,u,260000,,,11.4,,1,,,0,,1968,Glen Eira City Council,-37.8983,145.0627,Southern Metropolitan,7822,53, , ,260000,22807.01754,,CARNEGIE
Caulfield North,,,h,2005000,,,8.1,,4,,,361,237,2014,Glen Eira City Council,-37.8694,145.0296,Southern Metropolitan,6923,7,5554.01662,8459.915612,501250,247530.8642,,CAULFIELD NORTH
Caulfield South,,,h,1470000,,,9.3,,3,,,296,,1910,Glen Eira City Council,-37.8906,145.0224,Southern Metropolitan,5051,111,4966.216216, ,490000,158064.5161,,CAULFIELD SOUTH
Coburg North,,,h,700000,,,9.2,,3,,,626,108,1950,Darebin City Council,-37.7201,144.9696,Northern Metropolitan,3445,71,1118.210863,6481.481481,233333.3333,76086.95652,,COBURG NORTH
Doncaster,,,h,1868000,,,13.9,,3,,,925,218,1960,Manningham City Council,-37.7869,145.1183,Eastern Metropolitan,9028,61,2019.459459,8568.807339,622666.6667,134388.4892,,DONCASTER
Doncaster,,,h,1050000,,,13.9,,4,,,317,194,1995,Manningham City Council,-37.7815,145.1279,Eastern Metropolitan,9028,26,3312.302839,5412.371134,262500,75539.56835,,DONCASTER
Elsternwick,,,h,1755000,,,8.5,,3,,,391,173,1905,Glen Eira City Council,-37.8885,145.0133,Southern Metropolitan,4898,116,4488.491049,10144.50867,585000,206470.5882,,ELSTERNWICK
Elsternwick,,,h,1400000,,,8.5,,4,,,489,150,1910,Glen Eira City Council,-37.8916,145.0123,Southern Metropolitan,4898,111,2862.985685,9333.333333,350000,164705.8824,,ELSTERNWICK
Elwood,,,u,357000,,,7.7,,1,,,0,50,1965,Port Phillip City Council,-37.8785,144.9885,Southern Metropolitan,8989,56, ,7140,357000,46363.63636,,ELWOOD
Essendon,,,h,1130000,,,8,,2,,,646,100,1950,Moonee Valley City Council,-37.7502,144.8923,Western Metropolitan,9264,71,1749.226006,11300,565000,141250,,ESSENDON
Fairfield,,,h,1220000,,,5.8,,2,,,537,92,1950,Darebin City Council,-37.7689,145.0177,Northern Metropolitan,2970,71,2271.880819,13260.86957,610000,210344.8276,,FAIRFIELD
Fairfield,,,h,1160000,,,5.8,,4,,,381,145,1890,Darebin City Council,-37.7735,145.0192,Northern Metropolitan,2970,131,3044.619423,8000,290000,200000,,FAIRFIELD
Footscray,,,u,291000,,,6.4,,1,,,665,46,1970,Maribyrnong City Council,-37.7978,144.8918,Western Metropolitan,7570,51,437.593985,6326.086957,291000,45468.75,,FOOTSCRAY
Footscray,,,h,375000,,,6.4,,2,,,0,,1968,Maribyrnong City Council,-37.7906,144.8856,Western Metropolitan,7570,53, , ,187500,58593.75,,FOOTSCRAY
Footscray,,,h,752000,,,6.4,,2,,,215,98,1910,Maribyrnong City Council,-37.7922,144.891,Western Metropolitan,7570,111,3497.674419,7673.469388,376000,117500,,FOOTSCRAY
Glenroy,,,h,540000,,,13,,2,,,164,114,2010,Moreland City Council,-37.7082,144.9178,Northern Metropolitan,8870,11,3292.682927,4736.842105,270000,41538.46154,,GLENROY
Gowanbrae,,,t,468000,,,13.6,,3,,,178,138,2000,Moreland City Council,-37.7087,144.8962,Western Metropolitan,1071,21,2629.213483,3391.304348,156000,34411.76471,,GOWANBRAE
Hampton,,,h,1120000,,,13.7,,4,,,373,113,1984,Bayside City Council,-37.9395,145.0088,Southern Metropolitan,5454,37,3002.680965,9911.504425,280000,81751.82482,,HAMPTON
Hughesdale,,,t,828000,,,13,,3,,,206,118,2002,Monash City Council,-37.8966,145.0863,Southern Metropolitan,3145,19,4019.417476,7016.949153,276000,63692.30769,,HUGHESDALE
Keilor East,,,h,772000,,,12.8,,3,,,672,132,1980,Brimbank City Council,-37.7465,144.876,Western Metropolitan,5629,41,1148.809524,5848.484848,257333.3333,60312.5,,KEILOR EAST
Keilor East,,,h,650000,,,12.8,,3,,,3977,113,2013,Brimbank City Council,-37.747,144.8663,Western Metropolitan,5629,8,163.4397787,5752.212389,216666.6667,50781.25,,KEILOR EAST
Kensington,,,h,1271000,,,4.2,,3,,,284,113,1900,Melbourne City Council,-37.7938,144.9228,Northern Metropolitan,5263,121,4475.352113,11247.78761,423666.6667,302619.0476,,KENSINGTON
Kensington,,,h,1010000,,,4.2,,3,,,234,104,1900,Melbourne City Council,-37.7923,144.9332,Northern Metropolitan,5263,121,4316.239316,9711.538462,336666.6667,240476.1905,,KENSINGTON
Kensington,,,t,750000,,,4.2,,2,,,325,112,2002,Melbourne City Council,-37.7976,144.9213,Northern Metropolitan,5263,19,2307.692308,6696.428571,375000,178571.4286,,KENSINGTON
Malvern,,,u,569000,,,7.4,,2,,,0,,1970,Stonnington City Council,-37.854,145.041,Southern Metropolitan,4675,51, , ,284500,76891.89189,,MALVERN
Malvern,,,h,2025000,,,7.4,,3,,,396,105,1910,Stonnington City Council,-37.8562,145.0373,Southern Metropolitan,4675,111,5113.636364,19285.71429,675000,273648.6486,,MALVERN
Malvern East,,,t,1253000,,,11.2,,3,,,216,135,1994,Stonnington City Council,-37.866,145.0549,Southern Metropolitan,8801,27,5800.925926,9281.481481,417666.6667,111875,,MALVERN EAST
Maribyrnong,,,t,550000,,,8.7,,3,,,77,138,2000,Maribyrnong City Council,-37.7743,144.8797,Western Metropolitan,4918,21,7142.857143,3985.507246,183333.3333,63218.3908,,MARIBYRNONG
Maribyrnong,,,u,420000,,,8.7,,2,,,5661,103,1940,Maribyrnong City Council,-37.773,144.8806,Western Metropolitan,4918,81,74.1918389,4077.669903,210000,48275.86207,,MARIBYRNONG
Maribyrnong,,,h,399000,,,8.7,,2,,,904,53,1985,Maribyrnong City Council,-37.7679,144.8935,Western Metropolitan,4918,36,441.3716814,7528.301887,199500,45862.06897,,MARIBYRNONG
Maribyrnong,,,h,1105000,,,8.7,,3,,,762,142,1950,Maribyrnong City Council,-37.7707,144.8924,Western Metropolitan,4918,71,1450.131234,7781.690141,368333.3333,127011.4943,,MARIBYRNONG
Melbourne,,,u,535000,,,2.8,,2,,,0,84,2001,Melbourne City Council,-37.808,144.9617,Northern Metropolitan,17496,20, ,6369.047619,267500,191071.4286,,MELBOURNE
