Suburb,Type,Price,Buildingage,Pricepermeterland,Pricepermeterbuilding,Priceperbedroom,Priceperdistance,Priceperage,Price/km
Richmond,h,1115000,131,3980, ,533333.3333,444444.4444,8511.450382,444
Richmond,u,760000,131,10833,10156.25,406250,773809.5238,5801.526718,774
Richmond,u,640000,131,5322,11418.18182,418666.6667,202580.6452,4885.496183,203
Richmond,h,1420000,131, ,10360.36036,383333.3333,221153.8462,10839.69466,221
Richmond,u,390000,131, ,10000,420000,350000,2977.099237,350
Seddon,t,720000,131,8228,8227.848101,650000,282608.6957,5496.183206,283
South Yarra,u,330000,131,8290,14285.71429,800000,457142.8571,2519.083969,457
Southbank,u,480000,131,14617,15922.61905,891666.6667,1486111.111,3664.122137,1486
St Kilda,u,570000,131,8462,13414.63415,550000,471428.5714,4351.145038,471
St Kilda,u,400000,131, ,11023.62205,700000,388888.8889,3053.435115,389
Sunshine,h,425000,131,10309,10437.5,417500,477142.8571,3244.274809,477
Sunshine,h,715000,131,8696,14705.88235,500000,217391.3043,5458.015267,217
Sunshine West,h,500000,131,3924,9459.459459,583333.3333,406976.7442,3816.793893,407
Thornbury,h,1110000,131,9669,12166.66667,486666.6667,730000,8473.282443,730
Thornbury,u,332000,131,7796,14948.45361,725000,402777.7778,2534.351145,403
Williamstown,u,513500,131,5021,10681.81818,587500,345588.2353,3919.847328,346
Yarraville,h,796000,131, ,12204.72441,516666.6667,455882.3529,6076.335878,456
Carlton,h,1630100,131, ,12280.70175,466666.6667,400000,12443.51145,400
Carlton,u,480000,131,11500,13690.47619,575000,605263.1579,3664.122137,605
Carlton,u,500000,131,9206,14146.34146,580000,429629.6296,3816.793893,430
Ormond,h,861000,131,9238,11411.76471,485000,323333.3333,6572.519084,323
Gardenvale,u,393000,131,2692,8641.975309,350000,325581.3953,3000,326
Airport West,h,685000,131,7500,13295.45455,585000,182812.5,5229.007634,183
Alphington,h,865000,131, ,9234.234234,341666.6667,197115.3846,6603.053435,197
Alphington,u,390000,131,7143,10493.82716,425000,472222.2222,2977.099237,472
Altona North,h,693000,131, ,7155.963303,390000,92857.14286,5290.076336,93
Armadale,h,1900000,131, ,15725.80645,650000,650000,14503.81679,650
Ascot Vale,h,1430000,131, , ,485000,186538.4615,10916.03053,187
Avondale Heights,h,705000,131, ,14642.10526,347750,397428.5714,5381.679389,397
Avondale Heights,h,1100000,131,5394,11304.34783,433333.3333,361111.1111,8396.946565,361
Avondale Heights,h,892500,131,7584, ,656000,285217.3913,6812.977099,285
Balaclava,u,474000,131,7179,14779.41176,502500,193269.2308,3618.320611,193
Bentleigh East,h,780000,131,5466,9955.357143,371666.6667,327941.1765,5954.198473,328
Bentleigh East,h,1197000,131,1148,8378.378378,516666.6667,360465.1163,9137.40458,360
Bentleigh East,u,485000,131,6368,14404.7619,605000,345714.2857,3702.290076,346
Bentleigh East,u,810000,131,6276,12820.51282,500000,326086.9565,6183.206107,326
Bentleigh East,h,1365000,131,7727,15017.66784,1062500,674603.1746,10419.84733,675
Brighton,h,3900000,131,2889,10747.66355,575000,221153.8462,29770.99237,221
Brighton,u,610000,131,13204,25337.83784,1250000,1250000,4656.48855,1250
Brighton,u,880000,131,15926,10177.51479,573333.3333,573333.3333,6717.557252,573
Brighton,u,737000,131,16827,13157.89474,583333.3333,921052.6316,5625.954198,921
Brighton East,h,1650000,131,13130,9197.860963,573333.3333,905263.1579,12595.41985,905
Brunswick,h,871000,131,5852,10900.47393,575000,219047.619,6648.854962,219
Brunswick,h,985000,131,4946,10397.72727,305000,175961.5385,7519.083969,176
Brunswick,h,1250000,131,3956,11682.24299,416666.6667,240384.6154,9541.984733,240
Brunswick,t,641000,131,7891, ,505000,280555.5556,4893.129771,281
Brunswick West,u,330000,131,6069,11666.66667,700000,291666.6667,2519.083969,292
Burwood,t,900000,131,4298,10395.34884,745000,310416.6667,6870.229008,310
Carlton North,h,1950000,131,11867,13383.45865,445000,494444.4444,14885.49618,494
Carnegie,h,1430000,131,4966,12991.07143,727500,173214.2857,10916.03053,173
Chadstone,h,1415500,131,17213,16755.31915,787500,1050000,10805.34351,1050
Collingwood,t,887500,131,4368,9212.121212,380000,292307.6923,6774.80916,292
Doncaster,h,1650000,131,5359,7832.167832,373333.3333,329411.7647,12595.41985,329
Elsternwick,u,782000,131,6068,11574.07407,416666.6667,148809.5238,5969.465649,149
Elsternwick,h,1007000,131,10550,9274.193548,383333.3333,479166.6667,7687.022901,479
South Melbourne,h,1390000,130,9521,10072.46377,463333.3333,408823.5294,10692.30769,409
South Melbourne,h,1615000,129,7040,16508.62069,478750,208152.1739,12519.37984,208
South Yarra,u,540000,128,10455, ,833750,1282692.308,4218.75,1283
South Yarra,t,2010000,128,13382,22831.54122,1592500,2123333.333,15703.125,2123
South Yarra,h,1945000,127,9551,9883.72093,566666.6667,515151.5152,15314.96063,515
South Yarra,h,906000,127,4200, ,452500,291935.4839,7133.858268,292
South Yarra,u,367000,126, , ,405000,759375,2912.698413,759
Southbank,u,622500,126,5232,15986.11111,767333.3333,451372.549,4940.47619,451
St Kilda,u,610000,126,5442, ,656666.6667,428260.8696,4841.269841,428
Strathmore,h,630000,126,6209,10683.22981,573333.3333,637037.037,5000,637
Sunshine,h,700000,126,9494,14241.07143,531666.6667,590740.7407,5555.555556,591
Sunshine,h,571000,125,2532, ,490000,75384.61538,4568,75
Sunshine North,h,591000,123,10644,7003.257329,716666.6667,614285.7143,4804.878049,614
Sunshine North,h,665000,123,1834,7205.882353,306250,113425.9259,5406.504065,113
Williamstown,h,1360000,121,6635,13101.26582,517500,414000,11239.66942,414
Williamstown,h,2050000,121,9479,13605.44218,666666.6667,606060.6061,16942.14876,606
Yarraville,h,1137500,121,3102,5000,357500,242372.8814,9400.826446,242
Brunswick East,h,825000,121,3929,6346.153846,275000,158653.8462,6818.181818,159
Carlton,u,600000,121,2443, ,286666.6667,165384.6154,4958.677686,165
Murrumbeena,t,860000,121,14184,13333.33333,1000000,952380.9524,7107.438017,952
Ormond,u,820000,121, ,10133.33333,380000,116923.0769,6776.859504,117
West Footscray,h,850000,121,3668,7506.666667,281500,140750,7024.793388,141
Albion,h,600000,121,5122,9372.340426,440500,251714.2857,4958.677686,252
Albion,h,600000,121,17500,17073.17073,1050000,636363.6364,4958.677686,636
Glen Huntly,t,636500,121,4154,7197.452229,376666.6667,191525.4237,5260.330579,192
Oakleigh,h,750000,121,3046,5534.351145,241666.6667,92948.71795,6198.347107,93
Travancore,h,1740000,121,2427,5020.080321,312500,160256.4103,14380.16529,160
Keilor Park,t,746000,121,5514,5488.372093,590000,262222.2222,6165.289256,262
Abbotsford,h,1012500,121,5491,9313.72549,475000,161016.9492,8367.768595,161
Albert Park,h,980000,121,4475,11247.78761,423666.6667,302619.0476,8099.173554,303
Altona,u,730000,121,4316,9711.538462,336666.6667,240476.1905,6033.057851,240
Armadale,u,869000,121,4096,7798.165138,425000,309090.9091,7181.818182,309
Ascot Vale,h,1305000,121,8387,16423.61111,591250,262777.7778,10785.12397,263
Ashwood,h,1200000,121,4524,8143.75,651500,289555.5556,9917.355372,290
Avondale Heights,h,634000,121,15900,15000,795000,883333.3333,5239.669421,883
Bentleigh East,h,886000,121, ,5723.214286,213666.6667,123269.2308,7322.31405,123
Box Hill,h,857000,121,9495,10818.18182,446250,510000,7082.644628,510
Box Hill,t,822500,121,2415,6046.511628,260000,121875,6797.520661,122
Brighton,h,2405000,121,9533, ,510000,248780.4878,19876.03306,249
Brighton East,t,1230000,121,7258,12857.14286,450000,236842.1053,10165.28926,237
Brighton East,h,1389000,121,5149,10230.26316,388750,299038.4615,11479.33884,299
Brighton East,u,750000,121,5793,17592.59259,633333.3333,301587.3016,6198.347107,302
Brighton East,u,1245000,121,3421,9050.632911,357500,242372.8814,10289.2562,242
Brighton East,h,2310000,121, ,5723.214286,213666.6667,123269.2308,19090.90909,123
Brunswick,h,1410000,121,9420,12037.03704,487500,609375,11652.89256,609
Brunswick,h,1550000,121,2709,8962.264151,475000,206521.7391,12809.91736,207
Brunswick,h,740000,121,2853,6284.810127,331000,118214.2857,6115.702479,118
Brunswick,u,592500,121,5563,12347.56098,506250,405000,4896.694215,405
Brunswick,u,370000,121,4694,7861.445783,652500,221186.4407,3057.85124,221
Brunswick,h,765000,121,4480,12301.5873,516666.6667,298076.9231,6322.31405,298
Brunswick West,h,1150000,121,6324,10552.14724,573333.3333,382222.2222,9504.132231,382
Brunswick West,t,598000,121,6516,11493.05556,413750,318269.2308,4942.14876,318
Brunswick West,u,497000,121,7362,13953.48837,600000,363636.3636,4107.438017,364
Burwood,u,800000,121,3153,12268.90756,486666.6667,208571.4286,6611.570248,209
Carnegie,h,1518000,121,3407,7585.9375,323666.6667,164576.2712,12545.45455,165
Carnegie,u,632500,121,3832, ,350000,250000,5227.272727,250
Carnegie,u,435000,121,7757,9795.620438,447333.3333,353157.8947,3595.041322,353
Caulfield North,u,550000,121, ,6228.070175,355000,157777.7778,4545.454545,158
Caulfield South,h,1570000,121,5075,9619.047619,336666.6667,388461.5385,12975.20661,388
Caulfield South,h,1916000,121,6065,11141.30435,512500,394230.7692,15834.71074,394
Chadstone,t,845000,121,4279,7591.397849,353000,100857.1429,6983.471074,101
Coburg,h,1370000,121,1729,16049.38272,866666.6667,189781.0219,11322.31405,190
Coburg,h,700000,121,5103,12102.5641,472000,145230.7692,5785.123967,145
Coburg,t,810000,121,6132,12264.15094,650000,206349.2063,6694.214876,206
Coburg,u,445000,121,6145,7333.333333,366666.6667,250000,3677.68595,250
Coburg,h,838000,121,8194, ,786666.6667,575609.7561,6925.619835,576
Coburg,h,1150000,121,9274,10326.24113,485333.3333,560000,9504.132231,560
Coburg,h,931000,121,12086,11928.10458,608333.3333,869047.619,7694.214876,869
Collingwood,u,1645000,121,7114,12867.64706,437500,143442.623,13595.04132,143
Collingwood,u,450000,121,6129,9870.12987,380000,128813.5593,3719.008264,129
Doncaster,h,1810000,121,6322,10091.74312,550000,285714.2857,14958.67769,286
Elwood,h,1830000,121,6435,10507.8125,448333.3333,517307.6923,15123.96694,517
Essendon,h,1500000,121,8648, ,302666.6667,129714.2857,12396.69421,130
Fitzroy North,h,1581000,121,3763,8606.557377,350000,233333.3333,13066.1157,233
Flemington,u,420500,121,3049, ,465000,134782.6087,3475.206612,135
Footscray,h,767500,121,12981,13226.41509,467333.3333,368947.3684,6342.975207,369
Footscray,u,395000,121,2878,7643.312102,300000,171428.5714,3264.46281,171
Footscray,h,815000,121,7440,13676.47059,465000,372000,6735.53719,372
Glenroy,t,440000,121,3981,8367.346939,273333.3333,138983.0508,3636.363636,139
Hampton,h,1800000,121,3833,7931.034483,383333.3333,143750,14876.03306,144
Hampton,h,2160000,121, ,9662.162162,357500,446875,17851.23967,447
Hampton East,h,1300000,121,5363, ,480000,228571.4286,10743.80165,229
Keilor East,h,705000,121,12160,18240.74074,985000,298484.8485,5826.446281,298
Maidstone,h,675000,121,4618,9151.515152,503333.3333,274545.4545,5578.512397,275
Malvern East,h,1650000,121,2063, ,375000,272727.2727,13636.36364,273
Maribyrnong,h,820000,121,11041,11597.1223,537333.3333,358222.2222,6776.859504,358
Maribyrnong,h,940000,121,10922,15202.7027,562500,432692.3077,7768.595041,433
Maribyrnong,h,1030000,121,6129,15200,506666.6667,584615.3846,8512.396694,585
Melbourne,u,760000,121,4738,10061.7284,407500,123484.8485,6280.991736,123
Newport,h,945000,121,7551, ,1110000,336363.6364,7809.917355,336
Niddrie,h,1105000,121,3914,9660.550459,526500,178474.5763,9132.231405,178
North Melbourne,t,1065000,121,3302,8196.428571,459000,233389.8305,8801.652893,233
Northcote,h,1420000,121,2625,7903.225806,367500,94230.76923,11735.53719,94
Northcote,h,1950000,121,4528, ,354666.6667,183448.2759,16115.70248,183
Northcote,h,1820000,121,10593, ,476666.6667,317777.7778,15041.32231,318
Pascoe Vale,h,525500,121,10732, ,493666.6667,925625,4342.975207,926
Pascoe Vale,h,612500,121,2393,6800,323000,70217.3913,5061.983471,70
Port Melbourne,u,400000,121,9583, ,517500,398076.9231,3305.785124,398
Port Melbourne,u,900000,121,2936,7013.888889,378750,118359.375,7438.016529,118
Port Melbourne,h,1380000,121,5220,13260,663000,179189.1892,11404.95868,179
Prahran,h,1255000,121,10762, ,925500,711923.0769,10371.90083,712
Prahran,h,2180000,121,7017,12450.98039,635000,488461.5385,18016.52893,488
Prahran,h,1720000,121,6108, ,482500,371153.8462,14214.87603,371
Preston,h,1186000,121,9113,16517.85714,925000,711538.4615,9801.652893,712
Preston,h,900000,121,8561,14675.32468,565000,342424.2424,7438.016529,342
Preston,h,800000,121,2809,7676.056338,272500,92372.88136,6611.570248,92
Reservoir,h,784000,121, ,6627.906977,285000,73076.92308,6479.338843,73
Reservoir,h,1186000,121,8802,15280,636666.6667,465853.6585,9801.652893,466
Reservoir,u,405000,121,3756, ,274166.6667,119202.8986,3347.107438,119
Reservoir,u,431000,121,4990,14304.44444,643700,76630.95238,3561.983471,77
Reservoir,h,885000,121,2965, ,483333.3333,263636.3636,7314.049587,264
Reservoir,h,718500,121,10893,12200,406666.6667,271111.1111,5938.016529,271
Reservoir,h,762500,121,8599,13366.33663,675000,264705.8824,6301.652893,265
Richmond,h,827500,121,10625,15548.78049,637500,386363.6364,6838.842975,386
Richmond,u,560000,121,7455,10105.55556,606333.3333,275606.0606,4628.099174,276
Seddon,h,1270000,121,4236, ,443333.3333,415625,10495.86777,416
South Yarra,u,260800,121,5000,12714.28571,445000,556250,2155.371901,556
South Yarra,h,1200000,121, ,9767.44186,630000,787500,9917.355372,788
South Yarra,h,1540000,121,9319,19548.87218,866666.6667,634146.3415,12727.27273,634
St Kilda,u,430000,121,6207,15555.55556,630000,484615.3846,3553.719008,485
St Kilda,u,1100000,121,10653,19813.08411,1060000,642424.2424,9090.909091,642
Strathmore,h,1370000,121,20000,14754.09836,600000,545454.5455,11322.31405,545
Sunshine,t,410000,121,3407,8850.574713,385000,130508.4746,3388.429752,131
Sunshine,h,635000,121,7190, ,550000,211538.4615,5247.933884,212
Sunshine North,h,1000000,121,6004,14947.91667,717500,422058.8235,8264.46281,422
Sunshine West,t,510000,121,6959,10710.9375,685500,391714.2857,4214.876033,392
Templestowe Lower,h,650000,121,6750,11769.23077,459000,208636.3636,5371.900826,209
Templestowe Lower,h,870000,121,2047,6255.924171,440000,151724.1379,7190.082645,152
Templestowe Lower,h,1509000,121,3774,7792.207792,600000,347826.087,12471.07438,348
Toorak,h,2250000,121,6923,14361.70213,675000,355263.1579,18595.04132,355
Toorak,u,525000,121,6473,11908.39695,520000,410526.3158,4338.842975,411
West Melbourne,u,620000,121,2852,10518.86792,743333.3333,278750,5123.966942,279
Windsor,u,650000,121,4322,12232.14286,456666.6667,268627.451,5371.900826,269
Windsor,u,580000,121,5218,9168.224299,490500,613125,4793.38843,613
Yarraville,t,800000,121, ,7423.913043,341500,426875,6611.570248,427
Yarraville,h,1460000,121,8071,14364.40678,565000,651923.0769,12066.1157,652
Aberfeldie,h,1350000,121,5225,11611.11111,522500,401923.0769,11157.02479,402
Carlton,u,589000,121,6049,10972.41379,397750,611923.0769,4867.768595,612
East Melbourne,u,750000,121,8280,11818.18182,650000,812500,6198.347107,813
Essendon West,h,1110000,121,5030,9444.444444,425000,202380.9524,9173.553719,202
Murrumbeena,h,1800000,121,3017,9431.578947,448000,106666.6667,14876.03306,107
Ormond,u,617500,121,6803,12110,605500,220181.8182,5103.305785,220
West Footscray,u,456000,121,8599,14873.87387,550333.3333,635000,3768.595041,635
Oakleigh,h,1600000,121,6250,9326.42487,450000,692307.6923,13223.1405,692
Ripponlea,u,520000,121,810,7637.931034,443000,233157.8947,4297.520661,233
Cremorne,h,1300000,121,7081,9424.460432,436666.6667,163750,10743.80165,164
Travancore,u,315000,121,3939, ,455000,202222.2222,2603.305785,202
Keilor Park,h,566000,121,8070,15616.88312,601250,343571.4286,4677.68595,344
Princes Hill,h,1908000,121,4986,14626.66667,365666.6667,438800,15768.59504,439
Abbotsford,h,1600000,121,9965,13411.21495,717500,227777.7778,13223.1405,228
Altona,h,1780000,121,4223,8021.582734,278750,214423.0769,14710.7438,214
Altona North,h,683000,121,3844,8071.428571,376666.6667,256818.1818,5644.628099,257
Armadale,u,3625000,121,5517,13333.33333,480000,228571.4286,29958.67769,229
Armadale,h,3000000,121,6325,10414.14141,515500,245476.1905,24793.38843,245
Ascot Vale,h,971000,121,10084, ,958000,504210.5263,8024.793388,504
Ascot Vale,h,710000,121,6250,9960.9375,425000,490384.6154,5867.768595,490
Ascot Vale,h,2425000,121,6534,12500,383333.3333,442307.6923,20041.32231,442
Ascot Vale,h,750000,121,3513,7678.571429,358333.3333,162878.7879,6198.347107,163
Ashwood,h,1075000,121,12727,10370.37037,420000,466666.6667,8884.297521,467
Avondale Heights,h,1155000,121,4444,13496.93252,550000,349206.3492,9545.454545,349
Bentleigh,t,900000,121,6642,10000,450000,346153.8462,7438.016529,346
Bentleigh,h,1005000,121,2563,7202.643172,408750,204375,8305.785124,204
Bentleigh,h,1317500,121,6359,11359.2233,585000,182812.5,10888.42975,183
Bentleigh East,u,495000,121,4176,7822.033898,307666.6667,109880.9524,4090.909091,110
Bentleigh East,h,1220000,121,4439, ,606666.6667,700000,10082.64463,700
Bentleigh East,h,885000,121,2515,8135.416667,390500,294716.9811,7314.049587,295
Bentleigh East,t,830000,121,5492,10816.32653,353333.3333,311764.7059,6859.504132,312
Bentleigh East,h,1100000,121,7803,8578.947368,489000,183375,9090.909091,183
Braybrook,u,495000,121,3018,9252.336449,330000,143478.2609,4090.909091,143
Brighton,h,2100000,121,8585,11518.98734,455000,478947.3684,17355.3719,479
Brighton,u,800000,121,6193,15680.85106,491333.3333,566923.0769,6611.570248,567
Brighton East,h,1825000,121,6220,13521.73913,518333.3333,598076.9231,15082.64463,598
Brighton East,h,1700000,121,6148, ,471333.3333,202000,14049.58678,202
Brighton East,h,1400000,121,4489,12617.11712,700250,444603.1746,11570.24793,445
Brighton East,h,1075000,121,4472,9569.892473,445000,171153.8462,8884.297521,171
Brunswick,u,410000,121,3571,9629.62963,433333.3333,220338.9831,3388.429752,220
Brunswick,u,272500,121,5811,13953.48837,2400000,750000,2252.066116,750
Brunswick,h,680000,121,3037,8615.789474,409250,237246.3768,5619.834711,237
Bulleen,h,880000,121,3974, ,455000,165454.5455,7272.727273,165
Bulleen,t,975000,121,9292,14671.05263,557500,293421.0526,8057.85124,293
Burwood,h,1300000,121,4384,7671.428571,358000,413076.9231,10743.80165,413
Burwood,h,1160000,121,8690,5615.384615,365000,93589.74359,9586.77686,94
