Suburb,CouncilArea,Lattitude,Longtitude,Buildingage,Pricepermeterland,Pricepermeterbuilding
Footscray,Maribyrnong City Council,-37.7906,144.8856,53, , 
Footscray,Maribyrnong City Council,-37.7923,144.8913, , , 
Footscray,Maribyrnong City Council,-37.7922,144.891,111,3497.674419,7673.469388
Glenroy,Moreland City Council,-37.7082,144.9178,11,3292.682927,4736.842105
Gowanbrae,Moreland City Council,-37.7087,144.8962,21,2629.213483,3391.304348
Hampton,Bayside City Council,-37.9433,145.019, ,4917.127072, 
Hampton,Bayside City Council,-37.9395,145.0088,37,3002.680965,9911.504425
Hughesdale,Monash City Council,-37.8966,145.0863,19,4019.417476,7016.949153
Kealba,Brimbank City Council,-37.7367,144.824, ,672.1915285, 
Keilor East,Brimbank City Council,-37.7465,144.876,41,1148.809524,5848.484848
Keilor East,Brimbank City Council,-37.747,144.8663,8,163.4397787,5752.212389
Kensington,Melbourne City Council,-37.7925,144.9323, ,4089.361702, 
Kensington,Melbourne City Council,-37.7938,144.9228,121,4475.352113,11247.78761
Kensington,Melbourne City Council,-37.7923,144.9332,121,4316.239316,9711.538462
Kensington,Melbourne City Council,-37.7976,144.9213,19,2307.692308,6696.428571
Kensington,Melbourne City Council,-37.797,144.9303, ,6003.584229, 
Malvern,Stonnington City Council,-37.854,145.041,51, , 
Malvern,Stonnington City Council,-37.8562,145.0373,111,5113.636364,19285.71429
Malvern,Stonnington City Council,-37.8636,145.0301, ,6000, 
Malvern East,Stonnington City Council,-37.866,145.0549,27,5800.925926,9281.481481
Maribyrnong,Maribyrnong City Council,-37.7743,144.8797,21,7142.857143,3985.507246
Maribyrnong,Maribyrnong City Council,-37.773,144.8806,81,74.1918389,4077.669903
Maribyrnong,Maribyrnong City Council,-37.7679,144.8935,36,441.3716814,7528.301887
Maribyrnong,Maribyrnong City Council,-37.7839,144.8853, ,1821.705426, 
Maribyrnong,Maribyrnong City Council,-37.7707,144.8924,71,1450.131234,7781.690141
Melbourne,Melbourne City Council,-37.808,144.9617,20, ,6369.047619
Moonee Ponds,Moonee Valley City Council,-37.7617,144.9272,101,3763.020833,8117.977528
Newport,Hobsons Bay City Council,-37.834,144.8668,71,1579.89228,7927.927928
Newport,Hobsons Bay City Council,-37.8413,144.8741,16, ,6700
Newport,Hobsons Bay City Council,-37.8411,144.889,61,1664.464993,7924.528302
Newport,Hobsons Bay City Council,-37.8462,144.8944,15,555.1149881,7179.487179
Niddrie,Moonee Valley City Council,-37.7335,144.8788,10,2460.063898,5310.344828
Niddrie,Moonee Valley City Council,-37.7413,144.8871, ,2580.691643, 
North Melbourne,Melbourne City Council,-37.8055,144.9547, , , 
Northcote,Darebin City Council,-37.768,144.9895, ,222.1041445, 
Northcote,Darebin City Council,-37.766,145.0039, ,4037.558685, 
Northcote,Darebin City Council,-37.7627,144.9898,8,11818.18182,6500
Northcote,Darebin City Council,-37.7807,144.9948,121,4096.385542,7798.165138
Oak Park,Moreland City Council,-37.7134,144.9096,71,1347.402597, 
Pascoe Vale,Moreland City Council,-37.7317,144.9313, ,2414.634146, 
Pascoe Vale,Moreland City Council,-37.7153,144.9418,47,898.9037759,6962.264151
Pascoe Vale,Moreland City Council,-37.7152,144.9349,34,3477.477477,5761.19403
Pascoe Vale,Moreland City Council,-37.7291,144.9446,31,2842.767296,5195.402299
Pascoe Vale,Moreland City Council,-37.7177,144.9321,16,2721.354167,4318.181818
Pascoe Vale,Moreland City Council,-37.7286,144.9249,21,2377.470356, 
Port Melbourne,Melbourne City Council,-37.8392,144.9257,15, ,10000
Port Melbourne,Melbourne City Council,-37.8393,144.9336,31,6609.302326, 
Port Melbourne,Melbourne City Council,-37.8415,144.9412, ,390.1200369, 
Port Melbourne,Melbourne City Council,-37.8434,144.9435, , , 
Port Melbourne,Melbourne City Council,-37.8351,144.9441,6,11086.95652,11086.95652
Port Melbourne,Melbourne City Council,-37.8357,144.9376,14,11111.11111,9433.962264
Prahran,Stonnington City Council,-37.8503,144.9855, ,1141.678129, 
Prahran,Stonnington City Council,-37.852,145.0061,121,8386.524823,16423.61111
Prahran,Stonnington City Council,-37.8512,145.0053,121,4524.305556,8143.75
Preston,Darebin City Council,-37.7485,145.0025, ,1805.555556,1805.555556
Preston,Darebin City Council,-37.7384,145.0058,81,2387.640449,8333.333333
Preston,Darebin City Council,-37.7333,145.0353, ,947.5465313, 
Reservoir,Darebin City Council,-37.7273,145.0254,61,1013.888889,4397.590361
Reservoir,Darebin City Council,-37.711,145.0027,12,2368.421053,4308.510638
Reservoir,Darebin City Council,-37.7293,145.0216,10,3927.21519,5303.418803
Reservoir,Darebin City Council,-37.721,144.9967, ,1336.996337, 
Reservoir,Darebin City Council,-37.7025,144.9887,21,1843.971631,3250
Reservoir,Darebin City Council,-37.7226,144.9953, ,1322.067594, 
Reservoir,Darebin City Council,-37.7132,145.0075,18,2340.82397,3360.215054
Reservoir,Darebin City Council,-37.7099,145.0131, ,2771.317829, 
Richmond,Yarra City Council,-37.8284,144.9989,101,6845.454545,11496.18321
Richmond,Yarra City Council,-37.8131,145.005,81,4066.26506,11637.93103
Richmond,Yarra City Council,-37.8127,145.0073, ,3851.590106, 
Richmond,Yarra City Council,-37.822,145.0104,16,54.32595573,7641.509434
South Melbourne,Port Phillip City Council,-37.8377,144.9653,165,11894.73684,9741.37931
South Melbourne,Port Phillip City Council,-37.8373,144.9493, ,10176.99115, 
South Melbourne,Port Phillip City Council,-37.8391,144.9501,131,9327.48538,12658.73016
South Yarra,Melbourne City Council,-37.8426,144.993,51, ,8313.333333
South Yarra,Melbourne City Council,-37.8414,144.991,51, ,9088.888889
South Yarra,Melbourne City Council,-37.8423,144.997, , , 
Southbank,Melbourne City Council,-37.8267,144.9687,26, ,5755.813953
Southbank,Melbourne City Council,-37.828,144.9683,26, , 
Southbank,Melbourne City Council,-37.8227,144.9664,21, ,5925
Spotswood,Hobsons Bay City Council,-37.8333,144.8868,71,1481.316726,7176.724138
St Kilda,Port Phillip City Council,-37.8676,144.983, , , 
St Kilda,Port Phillip City Council,-37.861,144.9915, ,85.07670851, 
St Kilda,Port Phillip City Council,-37.8586,144.988, , , 
St Kilda,Port Phillip City Council,-37.8605,144.9769,23, ,7547.169811
St Kilda,Port Phillip City Council,-37.8571,144.987, , , 
Strathmore,Moonee Valley City Council,-37.7367,144.9204,71,1949.152542, 
Strathmore,Moonee Valley City Council,-37.7369,144.9251,71,1567.278287,5694.444444
Strathmore,Moonee Valley City Council,-37.7411,144.9262,71,2060.518732,9050.632911
Sunshine,Brimbank City Council,-37.7933,144.8408, ,1297.101449, 
Sunshine,Brimbank City Council,-37.7796,144.8372,66,1281.676413,5668.103448
Sunshine,Brimbank City Council,-37.7932,144.8434,19,1282.689913,3333.333333
Sunshine North,Brimbank City Council,-37.7748,144.833, ,1055.652174, 
Sunshine North,Brimbank City Council,-37.7667,144.8445, ,946.3722397, 
Sunshine North,Brimbank City Council,-37.7683,144.8316,51,910.5691057,5283.018868
Sunshine West,Brimbank City Council,-37.7939,144.8091,51,885.6707317, 
Templestowe Lower,Manningham City Council,-37.767,145.119,8,3571.428571,5882.352941
Thornbury,Darebin City Council,-37.7631,145.0091,71,2526.88172,8545.454545
Toorak,Stonnington City Council,-37.8369,145.0077,63, ,9184.210526
West Melbourne,Melbourne City Council,-37.8076,144.9456,91, ,2657.004831
West Melbourne,Melbourne City Council,-37.8118,144.9526,23, ,6600
Williamstown,Hobsons Bay City Council,-37.8661,144.8973,51,3914.209115,13644.85981
Williamstown,Hobsons Bay City Council,-37.8588,144.8919,53, ,5344.827586
Windsor,Port Phillip City Council,-37.8577,145.0002,91, ,8695.652174
Windsor,Port Phillip City Council,-37.8564,145.0016,51, ,6250
Yarraville,Maribyrnong City Council,-37.8197,144.8957,106,4137.931034,7719.298246
Aberfeldie,Moonee Valley City Council,-37.7589,144.897, , , 
Aberfeldie,Moonee Valley City Council,-37.7557,144.9037,21,481.557377,6619.71831
Brunswick East,Moreland City Council,-37.7749,144.9762,131,1976.885645,11206.89655
Brunswick East,Moreland City Council,-37.7667,144.9821,14,7750,7250
Carlton,Melbourne City Council,-37.8009,144.9729, ,14084.74576, 
Carlton,Melbourne City Council,-37.7983,144.9655,121,15900,15000
Carlton,Melbourne City Council,-37.8009,144.9662,27, ,8475.694444
Carlton,Melbourne City Council,-37.793,144.9728,131,6153.846154,10140.84507
Essendon West,Moonee Valley City Council,-37.7494,144.8848, ,19453.125, 
Kingsville,Maribyrnong City Council,-37.8083,144.8841,106,3024.553571,7612.359551
Murrumbeena,Glen Eira City Council,-37.8936,145.0709,46,3519.855596,8944.954128
Murrumbeena,Glen Eira City Council,-37.9027,145.0684,64,1781.512605,8153.846154
Murrumbeena,Glen Eira City Council,-37.8936,145.0725,46,2472.727273,7234.042553
West Footscray,Maribyrnong City Council,-37.809,144.8686,51, ,3040.935673
Oakleigh,Monash City Council,-37.8991,145.0939,17, ,4597.701149
Ripponlea,Port Phillip City Council,-37.8794,144.9947,51,837.9501385, 
Abbotsford,Yarra City Council,-37.8016,144.9988, , , 
Airport West,Moonee Valley City Council,-37.7248,144.8699, ,1266.778523, 
Altona,Hobsons Bay City Council,-37.8611,144.8114,61,1016, 
Altona,Hobsons Bay City Council,-37.8676,144.8202, ,3690.47619, 
Altona North,Hobsons Bay City Council,-37.8337,144.8554,9,3947.368421,6192.66055
Armadale,Stonnington City Council,-37.8614,145.0222, ,442.6787741, 
Ascot Vale,Moonee Valley City Council,-37.775,144.932,43,1961.93265,5775.862069
Ascot Vale,Moonee Valley City Council,-37.7753,144.9116,111,3631.178707,8162.393162
Ashwood,Monash City Council,-37.8711,145.1017,18,3194.444444,7666.666667
Bentleigh East,Glen Eira City Council,-37.9196,145.0691,21,3003.731343,6880.34188
Bentleigh East,Glen Eira City Council,-37.9173,145.0742, ,1333.333333, 
Bentleigh East,Glen Eira City Council,-37.9257,145.0735,17,4014.59854,5789.473684
Braybrook,Maribyrnong City Council,-37.7934,144.8467, ,927.0998415, 
Brighton,Bayside City Council,-37.8958,144.9994, ,6941.176471, 
Brighton,Bayside City Council,-37.9204,145.0028,83,3050.27933,6453.900709
Brighton,Bayside City Council,-37.914,144.9914,51,7627.118644, 
Brighton,Bayside City Council,-37.9208,144.9996,26,6074.303406, 
Brighton East,Bayside City Council,-37.9187,145.0071,101,2537.313433,8644.067797
Brighton East,Bayside City Council,-37.9137,145.0164, ,2319.884726, 
Brunswick,Moreland City Council,-37.7573,144.97, ,2882.165605, 
Brunswick,Moreland City Council,-37.756,144.9587,16,4066.666667,6024.691358
Brunswick,Moreland City Council,-37.7703,144.9533,121, ,5723.214286
Brunswick West,Moreland City Council,-37.7618,144.9455,87,3021.84466, 
Brunswick West,Moreland City Council,-37.7613,144.9446, ,2195.121951, 
Bulleen,Manningham City Council,-37.7698,145.083,51,3211.678832, 
Burwood,Monash City Council,-37.8454,145.0971,56,2293.478261,6880.434783
Burwood,Monash City Council,-37.856,145.1104, ,1379.510309, 
Carlton North,Melbourne City Council,-37.7847,144.9741, ,11631.57895, 
Carnegie,Glen Eira City Council,-37.8937,145.0648, ,2040.816327, 
Carnegie,Glen Eira City Council,-37.9037,145.0588,51,2510.033445,7467.661692
Carnegie,Glen Eira City Council,-37.888,145.0505, ,1621.16041, 
Carnegie,Glen Eira City Council,-37.8933,145.0546,16,2984.615385,4349.775785
Caulfield South,Glen Eira City Council,-37.8993,145.0254,13,3086.086957,6931.640625
Coburg,Darebin City Council,-37.7517,144.963,27,7130.841121,6936.363636
Collingwood,Yarra City Council,-37.7961,144.9873,26,10945.12195,10945.12195
Collingwood,Yarra City Council,-37.8035,144.985, , , 
Collingwood,Yarra City Council,-37.7985,144.9883,101,4485.815603,11294.64286
Doncaster,Manningham City Council,-37.7735,145.1044,58,1629.726206, 
Doncaster,Manningham City Council,-37.7915,145.1224,61,1678.939617, 
Elwood,Port Phillip City Council,-37.8808,144.9893, , , 
Essendon,Moonee Valley City Council,-37.7545,144.8964,61, ,6388.888889
Essendon,Moonee Valley City Council,-37.7499,144.8927,8,3436.426117,4464.285714
Essendon,Moonee Valley City Council,-37.7545,144.9332, ,2112.068966, 
Essendon North,Moonee Valley City Council,-37.7388,144.9006, ,1723.237598, 
Essendon North,Moonee Valley City Council,-37.7389,144.8998,61,5113.636364,7627.118644
Fitzroy North,Moreland City Council,-37.7786,144.9818,131,8369.098712,9027.777778
Fitzroy North,Moreland City Council,-37.786,144.9864,131,7640.449438,19428.57143
Fitzroy North,Moreland City Council,-37.7815,144.9869,121,9494.680851,10818.18182
Flemington,Melbourne City Council,-37.7837,144.9319, ,2759.74026, 
Footscray,Maribyrnong City Council,-37.7935,144.8893,121,2414.860681,6046.511628
Gowanbrae,Moreland City Council,-37.7016,144.8974,14,1565.121413,3328.638498
Hadfield,Moreland City Council,-37.7128,144.9471,61,922.1658206,5343.137255
Hampton,Bayside City Council,-37.9442,145.0016, ,3028.571429, 
Hampton East,Bayside City Council,-37.9355,145.0257, ,4615.384615,5964.912281
Keilor East,Brimbank City Council,-37.7497,144.8746, ,1408.450704, 
Keilor East,Brimbank City Council,-37.748,144.863, ,1850.393701, 
Keilor East,Brimbank City Council,-37.748,144.8696, ,3275.862069, 
Keilor East,Brimbank City Council,-37.7459,144.8673,21,1590.909091,5490.196078
Keilor East,Brimbank City Council,-37.7502,144.8745,41,1301.546392,3768.656716
Kensington,Melbourne City Council,-37.7925,144.9264,106,3909.952607,9375
Kensington,Melbourne City Council,-37.7937,144.9169, , , 
Maidstone,Maribyrnong City Council,-37.7813,144.8678,111,2361.403509,6289.719626
Malvern,Stonnington City Council,-37.8577,145.0406,26,6123.348018,7679.558011
Malvern,Stonnington City Council,-37.8502,145.0418, , , 
Malvern,Stonnington City Council,-37.8527,145.0301, ,5346.98521, 
Malvern East,Stonnington City Council,-37.8818,145.0548,91,4657.534247,15454.54545
Malvern East,Stonnington City Council,-37.8733,145.0507, ,5122.95082, 
Malvern East,Stonnington City Council,-37.8801,145.0874,56, , 
Malvern East,Stonnington City Council,-37.8835,145.0886,61,1903.97351,9663.865546
Maribyrnong,Maribyrnong City Council,-37.7648,144.8881, ,1877.133106, 
Maribyrnong,Maribyrnong City Council,-37.7833,144.888,66,767.9083095,6125.714286
Maribyrnong,Maribyrnong City Council,-37.7691,144.8905, , , 
Maribyrnong,Maribyrnong City Council,-37.7692,144.8905, , , 
Maribyrnong,Maribyrnong City Council,-37.7693,144.8905,11,2897.727273,3591.549296
Middle Park,Port Phillip City Council,-37.8468,144.9612,121,9532.71028, 
Middle Park,Port Phillip City Council,-37.8541,144.9665, ,15459.18367, 
Moonee Ponds,Moonee Valley City Council,-37.7715,144.916,7, ,8461.538462
Moonee Ponds,Moonee Valley City Council,-37.7615,144.9076, ,2395.39749, 
Moonee Ponds,Moonee Valley City Council,-37.7696,144.929,91,2408.014572,6885.416667
Moonee Ponds,Moonee Valley City Council,-37.7685,144.9183,111,4451.754386,8120
Newport,Hobsons Bay City Council,-37.8356,144.8785, ,2000.998004, 
Newport,Hobsons Bay City Council,-37.8481,144.8666, ,1248.068006,5143.312102
Newport,Hobsons Bay City Council,-37.8414,144.8922, ,1951.219512, 
Newport,Hobsons Bay City Council,-37.8431,144.8845,71,3380.782918, 
Newport,Hobsons Bay City Council,-37.8456,144.8741,6,3811.764706,6952.7897
Niddrie,Moonee Valley City Council,-37.7479,144.8868, ,3658.536585, 
Niddrie,Moonee Valley City Council,-37.7424,144.8851, ,2725.856698, 
Niddrie,Moonee Valley City Council,-37.7321,144.8771, ,1266.129032, 
Northcote,Darebin City Council,-37.7783,144.9954,61, ,8000
Northcote,Darebin City Council,-37.7827,144.9999, , , 
Northcote,Darebin City Council,-37.7663,145.0009,111,3955.555556,9673.913043
Northcote,Darebin City Council,-37.7726,145.0048,101,5510.204082,8157.099698
Northcote,Darebin City Council,-37.7784,145.0042,111,4807.860262,11121.21212
Northcote,Darebin City Council,-37.7709,145.0105, ,2436.842105, 
Pascoe Vale,Moreland City Council,-37.7283,144.9331,20,2228.310502,5809.52381
Pascoe Vale,Moreland City Council,-37.7182,144.9405,81,1480.263158,5357.142857
Pascoe Vale,Moreland City Council,-37.717,144.9509,81,1152.542373,7157.894737
Pascoe Vale,Moreland City Council,-37.717,144.9507, ,1158.474576, 
Port Melbourne,Melbourne City Council,-37.835,144.9373, ,7432.432432, 
Port Melbourne,Melbourne City Council,-37.8415,144.9412, ,378.578024, 
Port Melbourne,Melbourne City Council,-37.8356,144.9439,121,7258.064516,12857.14286
Prahran,Stonnington City Council,-37.8559,145.006, , , 
Prahran,Stonnington City Council,-37.8525,145.0071,20,9909.90991,11111.11111
Preston,Darebin City Council,-37.7395,144.9966, ,1872.427984, 
Preston,Darebin City Council,-37.7365,145.0173,71,1926.605505,8400
Preston,Darebin City Council,-37.7484,145.0048, ,8037.974684, 
Preston,Darebin City Council,-37.7396,145.0175, ,1358.024691, 
Preston,Darebin City Council,-37.7514,145.0118,56,4145.299145,6643.835616
Preston,Darebin City Council,-37.7512,145.017,61,1161.616162,7500
Reservoir,Darebin City Council,-37.7094,145.0204, ,2755.813953, 
Reservoir,Darebin City Council,-37.7261,144.9983,93,1630.64833, 
Reservoir,Darebin City Council,-37.708,145.0223,11,2727.272727,5538.461538
Reservoir,Darebin City Council,-37.713,145.0137, ,1017.080745, 
Richmond,Yarra City Council,-37.814,145.002,17,9587.628866,10941.17647
Richmond,Yarra City Council,-37.8139,145.0039,101,5939.698492,10745.45455
Richmond,Yarra City Council,-37.8171,145.009,121,5149.006623,10230.26316
Richmond,Yarra City Council,-37.824,145.0052,41,8643.410853,9291.666667
Richmond,Yarra City Council,-37.8331,144.9975,16, ,6333.333333
Richmond,Yarra City Council,-37.8173,144.9965,21, ,9275.362319
Richmond,Yarra City Council,-37.8241,144.9934, ,8465.346535, 
Richmond,Yarra City Council,-37.8225,145.0007,131,7171.717172,11932.77311
Richmond,Yarra City Council,-37.8195,145.0103,10, ,9750
Richmond,Yarra City Council,-37.8214,144.9951, ,7763.496144, 
Richmond,Yarra City Council,-37.8215,145.0132, ,6502.415459, 
Seddon,Maribyrnong City Council,-37.8045,144.8898,10,5714.285714,5669.291339
South Melbourne,Port Phillip City Council,-37.8346,144.9673, , , 
